
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Benzo[a]pyrene","1A","","","kg","7723.6912928315","7861.543157761","7535.0240274591","7285.8414804338","5951.0713518343","4749.8810859803","4881.3319793855","4676.1787614795","4768.5658266638","4952.6065380942","3842.779075891","3512.2984377775","3121.3757609699","2872.4288831438","2925.9970088739","3007.7694372273","3308.2786222529","3006.911156446","2548.8061382236","2539.778380115","3017.3662978363","2724.9304987151","2924.1497069583","3015.1154328572","2683.9341708144","2965.0161031771","3071.5159528733","3117.5285695653","3345.0222469655","3333.7969228182","3271.8095528133"
"Benzo[a]pyrene","1A1a","Miscellaneous industrial/commercial combustion","MSW","kg","0.00268025714526316","0.00283944368842105","0.00297271614315789","0.00303935237052632","0.00334661941894737","0.00369831061894737","0.00351469079242105","0.00227044434694737","0.00239890418526316","0.00257104777263158","0.00374162416673684","0.00395893230821053","0.00466305511073684","0.005584856256","0.00553117707284211","0.00596690395957895","0.00538013495747368","0.00633192240505263","0.00685612739368421","0.00649740236968421","0.00612349909389474","0.00685501678989474","0.006368175135","0.00682836229894737","0.00689612278177874","0.00749307837494781","0.00766888193374233","0.00984886138649518","0.00909954306026471","0.00889170413522106","0.0102440862828926"
"Benzo[a]pyrene","1A1a","Power stations","Burning oil","kg","0","0","0","0","0","0","0","2.4366230604324e-05","2.4366230604324e-05","2.4366230604324e-05","2.4366230604324e-05","2.7597540871466e-05","2.55939405377733e-05","2.44501200554046e-05","2.52646416227347e-05","0.00135172112031197","0.00154331487763092","0.00059622619611052","0.000392198691603874","0.000308627278184927","0.000222501316735365","0.000230271537904663","0.000198894416230248","0.000138451003499991","0.00014082157996923","0.000158530662840521","0.000386036142131189","0.000176160293505681","0.000215351983698862","0.000202963903310896","0.000260403323394811"
"Benzo[a]pyrene","1A1a","Power stations","Coal","kg","74.2995","73.8189","69.2901","57.6864","54.585","52.1487","48.0807","40.7907","41.9643","35.6247","40.28544","44.361441","41.530338","45.8064","44.0712","45.524214","50.333796","45.927594","41.627187","34.435449","36.206775","36.509427","48.453471","44.855802","34.393761","26.379342","10.8355498605534","7.83207","5.975649","2.601423","2.077506"
"Benzo[a]pyrene","1A1a","Power stations","Fuel oil","kg","7.10943722345134","5.26508944771708","3.58916125139352","3.22009198020589","2.39888020598932","2.25862428036241","2.2520561200863","1.04006528317302","0.833386111094475","0.870850491307754","0.870947484873306","1.01698731159391","0.761316850017811","0.734268476926609","0.850151127938366","0.672182142258676","0.891302619230809","0.688103672553872","1.0605984830829","0.734909478509341","0.500105609514228","0.318277068245383","0.325947039374308","0.195770342107139","0.159133821203095","0.187196069406133","0.206300068086793","0.132752176460633","0.118411024790033","0.0720627607076773","0.0599229803958203"
"Benzo[a]pyrene","1A1a","Power stations","Gas oil","kg","0.076659468","0.087961188","0.0712005","0.088185864","0.09624462","0.057113784","0.074022576","0.206917151561195","0.180043797309916","0.236384842640305","0.207290544273836","0.20649521059297","0.203337706264558","0.204082980822532","0.264643779745091","0.239469046824205","0.248522471789567","0.119978127445993","0.131587143599307","0.108271438227262","0.103881888","0.0976384465478305","0.0983455248","0.112916800926098","0.1232904","0.123216146708464","0.1219824","0.10423426311804","0.112138466515043","0.0991857408","0.070435355351505"
"Benzo[a]pyrene","1A1a","Power stations","Natural gas","kg","0.000160150128425441","0.000367617340249307","0.00501126636263592","0.0916223239457163","0.146195829362494","0.194529945089673","0.272650737942638","0.367935416298355","0.40582695879401","0.491773688292517","0.504406703216385","0.497346329763313","0.52423671738644","0.514905663361929","0.550790183457004","0.535554625439714","0.505376604720151","0.582049446424915","0.626866419700371","0.597043361742355","0.629119003767498","0.505027064120821","0.335354014697545","0.318832688905321","0.345589106330076","0.338367563029279","0.494092232420626","0.468686921763447","0.448068041108068","0.446303911573225","0.371661540596559"
"Benzo[a]pyrene","1A1a","Power stations","Landfill gas","kg","0.00097291853568","0.00145511061696","0.00263712129408","0.00312784774848","0.0036164406096","0.00393221241504","0.00495207000288","0.00642424936608","0.00829541067264","0.01191398487552","0.01530959858064","0.017543257385472","0.018744043683456","0.022925886512256","0.028017066796992","0.030023497917504","0.030960998804736","0.032726760603264","0.03286053690192","0.034411232497824","0.036505994380128","0.037213707271104","0.036447320564928","0.036210491710848","0.035220931147584","0.034093967177088","0.032909182828704","0.029976558865344","0.027401311776384","0.025361809960032","0.024464420626464"
"Benzo[a]pyrene","1A1a","Power stations","Sewage gas","kg","0.00221040263808","0.00229574636928","0.00229574636928","0.00264138848064","0.00252404085024","0.00287181655488","0.00287181655488","0.00285261421536","0.0026989954992","0.00287181655488","0.00256884630912","0.002539402721856","0.00257204669904","0.00240029244","0.002648642697792","0.003260343891168","0.003113125954848","0.003453647442336","0.003836840795424","0.004219820789184","0.005062590134784","0.005423167399104","0.005167989642816","0.005360013038016","0.00587911628304","0.006258682527552","0.006649770175776","0.006769251399456","0.006941859095808","0.007337854008576","0.007465229527392"
"Benzo[a]pyrene","1A1a","Power stations","Petroleum coke","kg","0","0","0","0","0","0","0","0.0225","0","0","0","0","0","0","0","0.0837783","0.1099854","0.164978874","0.277326603","0.450996312411785","0.191542553806281","0.04338","0.0996174","0.0466488","0","0.0306864","0","0","0","0","0"
"Benzo[a]pyrene","1A1a","Power stations","Straw","kg","0","0","0","0","0","0","0","0","0","0","0.330967821389167","2.74259939219684","2.1476821556188","3.09728141885688","2.90756777668988","2.53427631747873","2.63746025667627","2.4663220336373","2.61980922918795","2.53440388561013","2.70570923418849","2.60202933518987","3.0024663225519","3.08271581782279","3.45176987785247","3.52287744903661","7.00431301282155","7.08759709832206","6.89350504230554","9.99304141199067","10.1781866182864"
"Benzo[a]pyrene","1A1a","Power stations","Wood","kg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.694272177088","18.186673760864","14.4535945675388","17.8812716126699","26.1078753541088","25.3264862851484","31.0070671287813","37.5864386809258","45.8982266986266","72.6307611735062","99.9014045359008","139.631148711584","136.642887675435","138.68481018623","163.943395379801","181.019642505244","185.130934371233"
"Benzo[a]pyrene","1A1a","Power stations","MSW","kg","0.00408379210105263","0.00401628687157895","0.00481135058526316","0.00689471469473684","0.0109152468378947","0.0115191495410526","0.0111497180715789","0.0149399112858947","0.0216177085894737","0.0208454088050526","0.021370280736","0.0230845667418947","0.0247730586997895","0.024609679336421","0.0236972422282105","0.0234150460180388","0.0262984600179058","0.0263014365869917","0.0268411721303933","0.0338245112299878","0.0343356513210717","0.0334017575359337","0.0398028385023008","0.0369436666457233","0.0489653403592619","0.0641599618598954","0.0783656283720224","0.0866743184700877","0.0943144213218841","0.106866527898908","0.11105884398354"
"Benzo[a]pyrene","1A1a","Power stations","Sour gas","kg","0","0","0.01610307216","0.04104931824","0.04610807712","0.04763342808","0.04892708016","0.03915711072","0.02421253296","0.02141283816","0.01204834176","0.00633310272","0.00583108848","0.00314724312","0.00335963376","0.00248215980750159","0.000823226802179285","5.47957771910815e-05","0","0.000333466632477823","0","0","0","0","0","0","0","0","0","0","0.00443096505080323"
"Benzo[a]pyrene","1A1a","Power stations","Waste oils","kg","0.128159645465878","0.120879387732228","0.127812075729079","0.133763910181409","0.134601123484161","0.154529798061257","0.152071253458136","0.1564","0.143917805713622","0.138","0.151206325858931","0.172030234978334","0.18098218508549","0.202692169027667","0.226659205063291","0.185893846481013","0","0","0","0.0676364027848101","0.0769380290126582","0.0651421488607595","0.0546724430766398","0.0580225367088607","0.0577576472810126","0.0543740720962025","0.0540378689372263","0.0549217640506329","0.0489504621265823","0.0474770880709615","0.0389025144303797"
"Benzo[a]pyrene","1A1a","Power stations","Poultry litter","kg","0","0","0.625632","1.70899456","3.99764736","3.99764736","3.99764736","3.99764736","4.41886653479714","5.83553246509589","6.281107944384","7.85333372918638","7.67864523254638","7.13074598582638","6.45932329745027","6.21944440150761","5.80692728961392","5.97506913404611","7.04458462786104","6.93672100450089","7.14256197740886","8.29070152675594","7.66709454140554","8.1107060745275","8.17142480626014","8.70967452855974","8.51622516604679","8.07236585587225","8.0308588565837","8.3124389680192","8.36373883229696"
"Benzo[a]pyrene","1A1a","Power stations","Liquid bio-fuels","kg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4773611136","7.781010983424","9.0833273340096","2.72458144896","1.28217335232","0.616008222700416","0.707522149267584","0.7024737888","2.2087783853856","2.481175902912","0.1330334186496","0.1694858563776","0.039370771776","0.06256099584","0.00871027584","0.01357496448","0"
"Benzo[a]pyrene","1A1a","Heat supply","Landfill gas","kg","0.00072968890176","0.00077449436064","0.0006720818832","0.000320038992","0.00040324912992","0.00032217258528","0.00035417648448","0.0003307069584","0.00029016868608","0.00029016868608","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424","0.000289741967424"
"Benzo[a]pyrene","1A1a","Heat supply","Sewage gas","kg","0.00094914421056","0.0011932882416","0.0011932882416","0.0009326850624","0.00142920269856","0.0016047669456","0.0016047669456","0.00159653737152","0.00148406652576","0.00148680971712","0.001324412788608","0.001354039255296","0.001465687143648","0.001440998421408","0.001440998421408","0.001451422548576","0.001210844666304","0.001357331084928","0.001364189063328","0.00139765599792","0.0015841930104","0.001764420682752","0.001748235853728","0.001873874018016","0.0018585121464","0.001992105565632","0.002059588073088","0.002203879938624","0.002244753489888","0.00246475743696","0.00246750062832"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Fuel oil","kg","2.5212","2.7648","2.838","2.9316","3.0324","2.856","2.8182","2.82288","2.688","2.0988","1.47294","2.020284","2.453568","2.426808","2.01594","1.887504","1.196304","1.222788","0.858372","0.716844","0.62472","0.570828","0.414912","0.412692","0.168024","0.330792","0.278604","0.249504","0.241428","0.147492","0.105624"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Gas oil","kg","0.005518769437916","0.0053515704","0.0053515704","0.0057569924","0.006892174","0.0081895244","0.0094057904","0.01243023852","0.013164606","0.009365784","0.013803536784","0.003940144608","0.004013442048","0.016245155952","0.0156579612907046","0.0166505547245213","0.003520936612947","0","0","0","0","3.963155763189e-05","3.23522919444e-06","0","0","0","8.0880729861e-07","8.0880729861e-07","8.0880729861e-07","8.0880729861e-07","8.0880729861e-07"
"Benzo[a]pyrene","1A1b","Refineries - combustion","LPG","kg","0.000447905259215422","0.000442284306466381","0.000419699575923417","0.000336888897265882","0.000156211052922169","0.000231493488065382","0.00025910899226475","0.000284987811559712","0.000978696992","0.000978696992","0.00098075740672","0.0010943001534192","0.00025098627372","0.0004919330964912","0.000501028047405914","0.00109315078571663","0.00108122055629818","0.00108502618386749","0.000122368815180416","0.00012097673855008","0.00014127137209836","0.000326870803597632","0.000257665187275496","0.000171653075373864","0.000275931587568","0.00022776572861616","0.0002121314133708","0.000238068898973584","0.00028143475465","0.000241590435373056","0.0002415901759236"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Refinery miscellaneous","kg","0.001637496","0.0033607295","0.003595199","0.004533077","0.004533077","0.002501008","0.004220451","0","0","0","0.00120327798","0.00249375912","0.00082776939","0","0","0","0","0","0","0","0","0","0","0.0045172823","0","0.0042991128896754","0","0","0","0","0"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Naphtha","kg","0.00951491324032323","0.00985569658486483","0.00976923708486483","0.00942339908486483","0.0086091664508988","0.0072315904508988","0.0072315904508988","0.0086952649508988","0.0086952649508988","0.00903965895089879","0.0088252736858988","0.0101909110439158","0.00896228364391578","0.00827270717598371","0.00784007982530282","0.00749474139003079","0.00719896824926778","0.00722506690041808","0.00664252859638368","0.0009128437874388","0.013441181229","0.00795196104979815","0.0158151428435986","0.00887520429449183","0.0145803668655899","0.0105507483845427","0.00409970972766225","0.00668116407437463","0.0046451319625862","0.0019342438844064","0"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Natural gas","kg","0.000495009487860452","0.000507748702621567","0.00353058237665176","0.00445690527856709","0.00351784316189064","0.00447146438115122","0.0054141662734737","0.0056816897834571","0.00683003898668135","0.00756163389013083","0.0102787070137384","0.013415246547628","0.0147969300793351","0.0144018726227128","0.01321739907834","0.0202252204521029","0.0211561858266645","0.0217440667253169","0.015448872129436","0.0150919750298491","0.0186571818747697","0.02290781885171","0.0221018190613786","0.0228107686370538","0.025648047783181","0.0230040618913375","0.0231060040519691","0.0215564883447404","0.0264001351603338","0.026744541300909","0.0262593464125112"
"Benzo[a]pyrene","1A1b","Refineries - combustion","OPG","kg","0.084115682064","0.08199301464","0.081071271792","0.086439980736","0.083608280352","0.089451155088","0.0945250517944116","0.0891526634190024","0.084587278896","0.082063856388","0.084011894742","0.07604519834292","0.08108432523972","0.0733323719802","0.0848776904823552","0.0837099606930235","0.0874898520750697","0.0782132168928368","0.101051360573791","0.0964523936779682","0.0967699062871607","0.0984548550308794","0.0771160314","0.0773328149632083","0.0706071333538411","0.0677944484358696","0.0749665769376772","0.0764003305459283","0.0692838480194129","0.0659138645447713","0.0623133158719428"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Petrol","kg","0","0","0","0","0","0","0.00016967","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1b","Refineries - combustion","Petroleum coke","kg","1.1712","1.2516","1.2564","1.284","1.1376","1.3764","1.3404","1.4196","1.4292","1.398","1.480728","1.117644","1.322544","1.221396","1.21386","1.64206203364548","1.72707388579062","1.74215942621701","1.65377078862361","1.63001663880828","1.64575701368758","1.831344","1.92672","1.49664863736774","1.367856","1.41229666089853","1.45691991660528","1.43382360464516","1.32949041569032","1.409676","1.086444"
"Benzo[a]pyrene","1A1c","Collieries - combustion","Coal","kg","0.26325","0.252","0.17775","0.108","0.0495","0.018","0.018","0.018","0.01125","0.0225","0.027","0.0225","0.02025","0.0135","0.018","0.0129375","0.00846","0.0103725","0.0119025","0.01089","0.0110475","0.008505","0.0086175","0.00585","0.0013725","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Collieries - combustion","Colliery methane","kg","0.0015723072","0.0012317184","0.0012457152","0.0013506912","0.0016259616","0.0009494496","0.0008538048","0.0007651584","0.0006858432","0.0007721568","0.0008584704","0.001458","0.0014043456","0.001959552","0.001737936","0.0016376256","0.0016492896","0.0015793056","0.001648076544","0.00161114832","0.0018755712","0.001527820704","0.00119334384","0.0009751104","0.0008817984","0.0008001504","0.0010124352","0.000923532192","0.0008887968","0.0006391872","0.000431568"
"Benzo[a]pyrene","1A1c","Collieries - combustion","Natural gas","kg","0.000790871251087971","0.00147410913664326","0.0024381297148925","0.000971040145566591","0.000622401635471598","0.000861066924261459","0.000804910385722668","0.000451592164082776","0.00015677033645346","3.27579807514692e-05","1.40391346077725e-05","9.35942307184836e-06","0","0","0","0","0","0","0.000198887543972701","0.000182509016275109","0.000173152352123147","0.000143140523827564","0.000225215340628914","0.000140355012770793","0.000233746763631942","0.00018496232976384","0.000180521989228172","0.00017865097871556","0.000184889195420997","0.000183712025192226","0.00018460592019678"
"Benzo[a]pyrene","1A1c","Gas production","Colliery methane","kg","0.0002052864","0.0001376352","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Gas production","LPG","kg","0.00121950675618317","0.00138654113583412","0.00133330569955428","0.00138170155071777","0.00156560578513905","0.00142041823164857","0.00158554542822266","0.00148805405372017","0.001523235168","0.001523235168","0.00130766427792","0","0","6.619418208e-07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Gas production","Natural gas","kg","0.00665798490673196","0.00833642315568456","0.00783518751525199","0.00792495463880529","0.00808688530757186","0.00908409552258155","0.0123627350917632","0.0114233887461278","0.0147762215288533","0.0185580108910782","0.0201453721380921","0.0211599687977387","0.0210950196874414","0.0224407167634917","0.017778639113367","0.0199250173117187","0.0180171784770244","0.0153480367642255","0.0166309189745578","0.0162723582353007","0.0232871253144674","0.020542859902302","0.0149068687171925","0.0142606678725749","0.0139235276048529","0.0159592238795151","0.0160809981426975","0.0161240184203348","0.0134659721402565","0.0150591643971335","0.0157798034004771"
"Benzo[a]pyrene","1A1c","Nuclear fuel production","Natural gas","kg","0.000987419135973739","0.00116056846313501","0.00118864673240441","0.00132201851143403","0.00128692067484729","0.00109271264573397","0.00204503394512097","0.002159686877971","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Upstream Oil Production - fuel combustion","Gas oil","kg","0.383591514648589","0.379991073773742","0.455490998455824","0.502230291486389","0.532470673777481","0.458027164274795","0.474043543462582","0.462145419645733","0.4719076876","0.38671217917","0.346715565051375","0.346733112281344","0.353668771569424","0.34204782264951","0.321228142151061","0.350073810917404","0.311793484521604","0.288213744189395","0.338784998197254","0.3317186284342","0.356369165069073","0.378353026027195","0.44136376503535","0.423434867346386","0.453599392150004","0.424069245195525","0.428976263640561","0.427815816358438","0.388601305346231","0.406785404508957","0.390974748690746"
"Benzo[a]pyrene","1A1c","Upstream Oil Production - fuel combustion","Natural gas","kg","0.0872798851748415","0.0847478552976236","0.0915411187193597","0.0960522498164058","0.0991346628622447","0.0998945053711568","0.0991208936005818","0.105754544601222","0.112299202673291","0.117905441914833","0.115203974429802","0.116375768560652","0.112150694899674","0.108693834344642","0.10406097753634","0.0996857520569615","0.0971514126242052","0.0941968452005044","0.0893549009303094","0.0858593409247711","0.0846582106578189","0.0706248844690215","0.0658151036242786","0.0611265751660085","0.0575721148452689","0.0656664037954664","0.0669084427952775","0.0679331599867316","0.0699715063568693","0.0747995076719105","0.0714361761116868"
"Benzo[a]pyrene","1A1c","Solid smokeless fuel production","Coke","kg","0","0","0","0","0","0","0","0.155556","0.233334","0.17284","0.319754","0.276544","0.146914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Upstream oil and gas production - combustion at gas separation plant","LPG","kg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Upstream oil and gas production - combustion at gas separation plant","OPG","kg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benzo[a]pyrene","1A1c","Oil terminal: fuel combustion","Gas oil","kg","0.0412379430185252","0.0397531016210193","0.04075399471119","0.0431407397723661","0.0546990703932088","0.0558276454972712","0.0557970400707204","0.0551567171621019","0.0569191361912226","0.0585935143647649","0.0516276803297805","0.0652817739373041","0.0463981782445141","0.0285182457969906","0.0254436660225705","0.0236454430799513","0.0231447021520316","0.0247852054149508","0.0216384739381965","0.0255696020072588","0.0222651542388774","0.0226086454395148","0.0194336192816111","0.0313910607304058","0.0365871162503595","0.0274809736704733","0.0104156608032992","0.0205968430634072","0.00698029215324899","0.00506711076389259","0.00313580108277787"
"Benzo[a]pyrene","1A1c","Gas terminal: fuel combustion","Gas oil","kg","0.000374738477529657","0.000416711669827599","0.000421911955329617","0.000492846271835301","0.000524895775205813","0.00056891274783206","0.000677581304843649","0.000690116490857246","0.0007204028","0.01112580264","0.0001236765","0.0002170704","0.0002669592","0.0004510287","0.0007031664","0.000525933893348673","0.00227034955364287","0.000558117097204557","0.00123050592668899","0.000958582605246608","0.000606302826734059","0.000828609165612744","0.00173647786390049","0.00255193001017265","0.000747773016371167","0.000881660911429652","0.00105765960389254","0.000775204419841423","0.000775242393304435","0.000420181285269683","0.000356459332310336"
"Benzo[a]pyrene","1A1c","Upstream Gas Production - fuel combustion","Gas oil","kg","0.0119316873693106","0.0127747497529308","0.0138667982508273","0.0160555444880457","0.0169722394601577","0.0155802219788057","0.0190864204971723","0.0192226479570605","0.019910584","0.0180961577","0.0169374696027036","0.02097322241","0.022786892998","0.01805909944","0.0161689377626559","0.0155828121092957","0.0150634637727215","0.0180509332984495","0.0180060219378601","0.0136477869532949","0.0246913778653159","0.0351057193676771","0.0435373378191379","0.0505957419130358","0.0394827185832651","0.0670381202225722","0.0503532159522469","0.0332263361583134","0.0435731601072153","0.0406625034418805","0.0424781908941655"
"Benzo[a]pyrene","1A1c","Upstream Gas Production - fuel combustion","Natural gas","kg","0.0217278822007454","0.0243369022833508","0.0259620989373479","0.0300609961043738","0.0260609716385821","0.0278875198225934","0.032975197129439","0.0362489117573306","0.0387162067061354","0.0394758717798211","0.0423481259523702","0.0523262651508541","0.0520457732820709","0.0487924680752726","0.050471110528402","0.046343493053854","0.0438643844364206","0.0397019058963935","0.0403816493458033","0.0417055726935124","0.0401299916059336","0.0356291487503763","0.0296587550465875","0.0314804170193531","0.0320711389879123","0.0319065041606182","0.0284321973351813","0.0287004801857105","0.0249729378269197","0.0260901221998431","0.0250542273123551"
"Benzo[a]pyrene","1A2a","Iron and steel - combustion plant","Blast furnace gas","kg","0.0303971458587813","0.0317609534921829","0.0302855674908417","0.0288923376527001","0.02816786016","0.02889662688","0.0299076624","0.03173984352","0.03014887392","0.0287420009227742","0.0261825352331994","0.0235813988975971","0.0217481576889178","0.0249532190350911","0.0250071296112","0.0251872427664","0.0260487784656","0.0247850353872","0.0214545586464","0.0176247099072","0.0165634562016","0.0159302503008","0.0188656148736","0.0229102701696","0.022700313504","0.019937671776","0.0144854702784","0.0134958615264","0.0123364296","0.0133802339616","0.0135875732256"
