sector,month,coeff,coeff_l,coeff_u
1,1,1.08449963495509,0.997640541288056,1.17135872862212
1,2,1.08364445887946,1.02341683439433,1.14387208336458
1,3,1.06559596227463,1.00782870128721,1.12336322326206
1,4,1.03280357208928,0.975304808725566,1.09030233545299
1,5,0.991854818820334,0.934686079880664,1.04902355776
1,6,0.945293829338549,0.888055295531191,1.00253236314591
1,7,0.903398543893158,0.8461600100858,0.960637077700516
1,8,0.891778830203007,0.834610091263336,0.948947569142677
1,9,0.912000986300215,0.854502222936505,0.969499749663925
1,10,0.959234214516024,0.901466953528598,1.01700147550345
1,11,1.02661585486275,0.966388230377624,1.08684347934788
1,12,1.10327929386751,1.01642020020048,1.19013838753454
2,1,1.63456009697054,1.55988424130955,1.70923595263153
2,2,1.69123431804001,1.62456637844461,1.75790225763542
2,3,1.53377858311898,1.47366851431624,1.59388865192172
2,4,1.18199531719887,1.12315114823288,1.24083948616486
2,5,0.763433727702131,0.700831794054585,0.826035661349676
2,6,0.395892445609404,0.329679386977593,0.462105504241216
2,7,0.186878921259351,0.12066586262754,0.253091979891163
2,8,0.219151551589824,0.156549617942279,0.281753485237369
2,9,0.440665592261667,0.381821423295678,0.499509761227657
2,10,0.884880348714768,0.824770279912028,0.944990417517509
2,11,1.387138623145,1.3204706835496,1.4538065627404
2,12,1.68039047438945,1.60571461872846,1.75506633005044
3,1,0.954272419218693,0.947899051131187,0.960645787306199
3,2,0.983655616629233,0.977585723229693,0.989725510028772
3,3,1.0369277258669,1.03153938820128,1.04231606353253
3,4,1.00236366440908,0.997211322502281,1.00751600631587
3,5,0.972370699634655,0.966692439668226,0.978048959601083
3,6,1.02632111706933,1.02016826809789,1.03247396604077
3,7,0.982984050974859,0.976831202003421,0.989136899946296
3,8,0.966858409698138,0.961180149731709,0.972536669664567
3,9,1.01651652545993,1.01136418355313,1.02166886736672
3,10,1.05987244234656,1.05448410468093,1.06526078001218
3,11,1.03657444204064,1.0305045486411,1.04264433544017
3,12,0.961282886651993,0.954909518564487,0.967656254739499
4,1,0.963022800382344,0.956648505653666,0.969397095111022
4,2,0.991062577940143,0.984997570653669,0.997127585226617
4,3,1.04752225460665,1.04213758943667,1.05290691977663
4,4,1.02143835170674,1.01628692198107,1.02658978143241
4,5,0.988571555625768,0.982897842639139,0.994245268612398
4,6,1.03069209734332,1.02454695890429,1.03683723578235
4,7,0.995959065273597,0.989813926834565,1.00210420371263
4,8,0.979075511580233,0.973401798593603,0.984749224566863
4,9,1.01335912185019,1.00820769212452,1.01851055157586
4,10,1.04383407321822,1.03844940804824,1.0492187383882
4,11,1.01071341711054,1.00464840982406,1.01677842439701
4,12,0.914749173362248,0.90837487863357,0.921123468090925
5,1,1.01972862844611,1.01084350142951,1.02861375546271
5,2,1.00573996241915,0.998368811741857,1.01311111309645
5,3,1.01073323274537,1.0038788805659,1.01758758492485
5,4,1.0161459867319,1.00939720296103,1.02289477050277
5,5,1.00852958163742,1.00152454369627,1.01553461957856
5,6,0.997028060290175,0.989749248082727,1.00430687249762
5,7,0.988419545557001,0.981140733349554,0.995698357764448
5,8,0.976391241111027,0.969386203169882,0.983396279052173
5,9,0.979433100329962,0.972684316559091,0.986181884100832
5,10,0.992383880029667,0.985529527850192,0.999238232209142
5,11,1.00056070483453,0.993189554157235,1.00793185551183
5,12,1.00490607586768,0.996020948851078,1.01379120288429
7,1,0.905341235830751,0.90295100537575,0.907731466285752
7,2,0.937378996482609,0.93518910249946,0.939568890465759
7,3,0.972872090894872,0.970913097864799,0.974831083924945
7,4,1.00684679430324,1.00494225068325,1.00875133792323
7,5,1.03114756402472,1.0290960859045,1.03319904214495
7,6,1.0444012887631,1.04221340668902,1.04658917083719
7,7,1.05118549817218,1.0489976160981,1.05337338024627
7,8,1.04811981637644,1.04606833825622,1.05017129449666
7,9,1.03810035519867,1.03619581157868,1.04000489881866
7,10,1.01679255446646,1.01483356143639,1.01875154749654
7,11,0.987097927550008,0.984908033566858,0.989287821533157
7,12,0.960715877936936,0.958325647481935,0.963106108391937
8,1,0.810655649450455,0.773481464569115,0.847829834331795
8,2,0.875554327223277,0.848537132150439,0.902571522296116
8,3,0.934857947232195,0.908279360420174,0.961436534044216
8,4,0.998525037359419,0.972484463759884,1.02456561095895
8,5,1.06453093179723,1.03827267665671,1.09078918693774
8,6,1.11372915067903,1.08705203254419,1.14040626881388
8,7,1.13053924477783,1.10386212664299,1.15721636291268
8,8,1.11290211439931,1.08664385925879,1.13916036953982
8,9,1.07136636437306,1.04532579077353,1.0974069379726
8,10,1.01838821923539,0.991809632423369,1.04496680604741
8,11,0.962356138056382,0.935338942983544,0.989373333129221
8,12,0.906594875416415,0.869420690535076,0.943769060297755
9,1,0.996214463930047,0.987612712675948,1.00481621518415
9,2,0.999282170247488,0.993153219205673,1.0054111212893
9,3,1.00200570197049,0.996598215653878,1.00741318828711
9,4,1.00368972882932,0.998346483255516,1.00903297440313
9,5,1.00396760910869,0.998609715637911,1.00932550257948
9,6,1.00313918993941,0.997780866561366,1.00849751331746
9,7,1.0017426968264,0.996384373448356,1.00710102020445
9,8,1.00000061976959,0.99464272629881,1.00535851324037
9,9,0.998280239765343,0.992936994191535,1.00362348533915
9,10,0.997140613691271,0.991733127374657,1.00254810000789
9,11,0.996966163432041,0.990837212390226,1.00309511447386
9,12,0.997570802489898,0.9889690512358,1.006172553744
10,1,0.962965494944779,0.953315309060021,0.972615680829536
10,2,1.066997938644,1.05802891417943,1.07596696310856
10,3,1.11329819613308,1.10530253210488,1.12129386016129
10,4,1.07655828617698,1.06882528899189,1.08429128336208
10,5,1.00804813020636,0.999652875785265,1.01644338462746
10,6,0.974679040938558,0.96567785372453,0.983680228152586
10,7,0.978616386560168,0.96961519934614,0.987617573774196
10,8,0.998859898089131,0.990464643668035,1.00725515251023
10,9,1.0027616260702,0.995028628885108,1.0104946232553
10,10,0.971319046217179,0.963323382188972,0.979314710245386
10,11,0.930369156924295,0.921400132459733,0.939338181388857
10,12,0.915526799095263,0.905876613210505,0.92517698498002
11,1,0.996710852346616,0.990139614667129,1.0032820900261
11,2,0.997309335430884,0.991571508915489,1.00304716194628
11,3,0.99790772708424,0.992934808780372,1.00288064538811
11,4,0.998505947876192,0.994193821961625,1.00281807379076
11,5,0.999103951465716,0.995294917521541,1.00291298540989
11,6,0.999701718006051,0.996170803515739,1.00323263249636
11,7,1.00029927435147,0.996768359861154,1.00383018884178
11,8,1.000896765166,0.997087731221829,1.00470579911018
11,9,1.00149432839483,0.997182202480259,1.00580645430939
11,10,1.00209208021223,0.997119161908362,1.0070649985161
11,11,1.0026900122585,0.996952185743103,1.00842783877389
11,12,1.00328800740728,0.996716769727792,1.00985924508677
