sector,month,coeff,coeff_l,coeff_u
1,1,1.0604064606591,0.98374454157253,1.13706837974566
1,2,1.04479926248576,0.99148707787715,1.09811144709436
1,3,1.02331388840132,0.971646492887304,1.07498128391534
1,4,0.986028694554133,0.934759969534695,1.03729741957357
1,5,0.939379171986033,0.888360320039908,0.990398023932159
1,6,0.902829186893421,0.851617211506637,0.954041162280206
1,7,0.887681906787437,0.836469931400653,0.938893882174221
1,8,0.896399575687777,0.845380723741651,0.947418427633902
1,9,0.939872038890145,0.888603313870707,0.991140763909584
1,10,1.01467252549634,0.963005129982322,1.06633992101036
1,11,1.1052131508711,1.0519009662625,1.15852533547971
1,12,1.19940413728743,1.12274221820087,1.276066056374
2,1,1.76369992328276,1.68411386859515,1.84328597797037
2,2,1.81483996932975,1.74288246544088,1.88679747321863
2,3,1.4955884414545,1.43097469678442,1.56020218612458
2,4,1.12587587256209,1.06281181155462,1.18893993356956
2,5,0.774877910480005,0.707396636313089,0.84235918464692
2,6,0.36253142611184,0.290880849411302,0.434182002812377
2,7,0.187306723780308,0.11565614707977,0.258957300480845
2,8,0.148362038989029,0.0808807648221134,0.215843313155945
2,9,0.374531191588533,0.311467130581064,0.437595252596001
2,10,0.863379772947442,0.798766028277362,0.927993517617521
2,11,1.37083260702826,1.29887510313939,1.44279011091714
2,12,1.71817412244548,1.63858806775787,1.79776017713309
3,1,0.945115850512703,0.938207202679787,0.952024498345619
3,2,0.979330315667383,0.972750955424661,0.985909675910105
3,3,1.03292294770189,1.02708231150324,1.03876358390053
3,4,0.993194278174131,0.987609300121584,0.998779256226677
3,5,0.966687610580397,0.960532753777286,0.972842467383509
3,6,1.0329039879964,1.02623486572549,1.03957311026732
3,7,0.98827823760358,0.981609115332662,0.994947359874497
3,8,0.975901148777066,0.969746291973954,0.982056005580177
3,9,1.02395132428583,1.01836634623329,1.02953630233838
3,10,1.06371621552166,1.05787557932301,1.0695568517203
3,11,1.03960408897256,1.03302472872984,1.04618344921528
3,12,0.958393994206402,0.951485346373486,0.965302642039318
4,1,1.00254790096057,0.996612028747283,1.00848377317386
4,2,1.00050174987308,0.994901837008671,1.00610166273749
4,3,1.02791977835616,1.02294177259459,1.03289778411773
4,4,1.02411752902899,1.01933461996374,1.02890043809424
4,5,1.00622157527822,1.00098240410663,1.01146074644981
4,6,1.01101604238196,1.00536367413224,1.01666841063168
4,7,0.980908985662398,0.975256617412678,0.986561353912117
4,8,0.958236748114871,0.952997576943283,0.963475919286459
4,9,0.986443469313215,0.981660560247966,0.991226378378465
4,10,1.02324123700662,1.01826323124505,1.02821924276819
4,11,1.0139315902511,1.00833167738668,1.01953150311551
4,12,0.964913393772812,0.958977521559521,0.970849265986103
5,1,1.0258265188752,1.01384968400219,1.03780335374822
5,2,0.968456264560464,0.957406683665291,0.979505845455637
5,3,0.991914141143311,0.982047018800338,1.00178126348628
5,4,1.004793060711,0.995223179081331,1.01436294234067
5,5,0.985280272102633,0.974933660910888,0.995626883294377
5,6,0.996527049782697,0.985464804459739,1.00758929510565
5,7,1.02011550991394,1.00905326459098,1.0311777552369
5,8,1.01816826253009,1.00782165133835,1.02851487372184
5,9,1.00872679362867,0.999156911999003,1.01829667525834
5,10,0.986017934455131,0.976150812112158,0.995885056798105
5,11,0.974597447568097,0.963547866672924,0.985647028463269
5,12,1.01957674472876,1.00759990985575,1.03155357960177
6,1,0.984263571091298,0.982588360321306,0.985938781861291
6,2,0.989548480433985,0.988161858836425,0.990935102031544
6,3,0.995972209770014,0.994681407057263,0.997263012482765
6,4,1.00186351755103,1.0005926668988,1.00313436820326
6,5,1.00535323665333,1.00403488034573,1.00667159296092
6,6,1.00663603468009,1.00526678422134,1.00800528513884
6,7,1.00722705299622,1.00585780253747,1.00859630345497
6,8,1.00764822565251,1.00632986934491,1.0089665819601
6,9,1.0077618393443,1.00649098869207,1.00903268999653
6,10,1.00540285883049,1.00411205611774,1.00669366154324
6,11,0.9989012579154,0.99751463631784,1.00028787951296
6,12,0.989421715081339,0.987746504311347,0.991096925851332
