sector,yday,coeff,coeff_l,coeff_u
1,1,1.0977900972332,1.08750519255503,1.10807500191137
1,2,1.09882865696592,1.08855552392427,1.10910179000757
1,3,1.10007190928134,1.08983301722443,1.11031080133826
1,4,1.10150912839466,1.0913251377252,1.11169311906412
1,5,1.10312958852106,1.09301911297681,1.1132400640653
1,6,1.10492256387571,1.09490196032702,1.1149431674244
1,7,1.10687732867381,1.09696051001924,1.11679414732838
1,8,1.10898315713054,1.09918142610721,1.11878488815386
1,9,1.11122932346107,1.10155122728929,1.12090741963285
1,10,1.11360510188061,1.10405630971502,1.12315389404619
1,11,1.11609976660432,1.10668297379238,1.12551655941627
1,12,1.1187025918474,1.10941745695738,1.12798772673743
1,13,1.12140285182503,1.11224597417701,1.13055972947305
1,14,1.12418982075239,1.11515476754796,1.13322487395683
1,15,1.12705277284467,1.11813016564157,1.13597538004777
1,16,1.12998098231705,1.12115865217312,1.13880331246097
1,17,1.13296372338471,1.12422694215821,1.14170050461121
1,18,1.13599027026284,1.12732206208556,1.14465847844012
1,19,1.13904989716663,1.13043142903986,1.1476683652934
1,20,1.14213187831125,1.13354292251379,1.15072083410871
1,21,1.14522548791189,1.13664494224442,1.15380603357937
1,22,1.14832000018374,1.13972644607997,1.15691355428751
1,23,1.15140468934197,1.1427769636756,1.16003241500835
1,24,1.15446882960178,1.14578658446637,1.1631510747372
1,25,1.15750169517835,1.14874592134479,1.16625746901191
1,26,1.16049256028686,1.15164605414359,1.16933906643013
1,27,1.16343069914249,1.15447845885613,1.17238293942885
1,28,1.16630538596044,1.15723492924455,1.17537584267632
1,29,1.16910589495588,1.15990749712334,1.17830429278841
1,30,1.17182150034399,1.16248835644278,1.1811546442452
1,31,1.17444147633997,1.16496979471843,1.18391315796151
1,32,1.17695509715899,1.16734413372514,1.18656606059284
1,33,1.17935163701624,1.16960367995648,1.18909959407601
1,34,1.18162037012691,1.17174068427261,1.19150005598121
1,35,1.18375057070617,1.17374730944237,1.19375383196997
1,36,1.18573151296922,1.17561560387535,1.19584742206309
1,37,1.18755247113123,1.17733747965276,1.19776746260971
1,38,1.18920271940739,1.17890469291039,1.1995007459044
1,39,1.19067153201289,1.18030882462201,1.20103423940377
1,40,1.19194818316291,1.18154125981021,1.20235510651561
1,41,1.19302194707263,1.18259316312142,1.20345073102383
1,42,1.19388251966813,1.18345578982208,1.20430924951418
1,43,1.19452716742953,1.18412624015417,1.2049280947049
1,44,1.19495970516378,1.18460663646459,1.20531277386298
