DateTime,Sector,sector_emis_t
2018-01-01T00:00:00Z,10,0.381463199849624
2018-01-01T01:00:00Z,10,0.381463199849624
2018-01-01T02:00:00Z,10,0.381463199849624
2018-01-01T03:00:00Z,10,0.381463199849624
2018-01-01T04:00:00Z,10,0.381463199849624
2018-01-01T05:00:00Z,10,0.413251810073022
2018-01-01T06:00:00Z,10,0.476829015165924
2018-01-01T07:00:00Z,10,0.57219481512833
2018-01-01T08:00:00Z,10,0.699349209960239
2018-01-01T09:00:00Z,10,0.858292215015547
2018-01-01T10:00:00Z,10,0.921869420108449
2018-01-01T11:00:00Z,10,1.01723522007086
2018-01-01T12:00:00Z,10,1.14438961490276
2018-01-01T13:00:00Z,10,1.11260102003326
2018-01-01T14:00:00Z,10,1.08081242516376
2018-01-01T15:00:00Z,10,0.985446625201351
2018-01-01T16:00:00Z,10,0.858292215015547
2018-01-01T17:00:00Z,10,0.699349209960239
2018-01-01T18:00:00Z,10,0.57219481512833
2018-01-01T19:00:00Z,10,0.476829015165924
2018-01-01T20:00:00Z,10,0.413251810073022
2018-01-01T21:00:00Z,10,0.381463199849624
2018-01-01T22:00:00Z,10,0.381463199849624
2018-01-01T23:00:00Z,10,0.381463199849624
2018-01-02T00:00:00Z,10,0.377825993116456
2018-01-02T01:00:00Z,10,0.377825993116456
2018-01-02T02:00:00Z,10,0.377825993116456
2018-01-02T03:00:00Z,10,0.377825993116456
2018-01-02T04:00:00Z,10,0.377825993116456
2018-01-02T05:00:00Z,10,0.409311502681159
2018-01-02T06:00:00Z,10,0.472282506603067
2018-01-02T07:00:00Z,10,0.566739004882181
2018-01-02T08:00:00Z,10,0.692680997518501
2018-01-02T09:00:00Z,10,0.850108499719523
2018-01-02T10:00:00Z,10,0.913079503641431
2018-01-02T11:00:00Z,10,1.00753600192055
2018-01-02T12:00:00Z,10,1.13347799455687
2018-01-02T13:00:00Z,10,1.10199250019966
2018-01-02T14:00:00Z,10,1.07050700584245
2018-01-02T15:00:00Z,10,0.976050507563339
2018-01-02T16:00:00Z,10,0.850108499719523
2018-01-02T17:00:00Z,10,0.692680997518501
2018-01-02T18:00:00Z,10,0.566739004882181
2018-01-02T19:00:00Z,10,0.472282506603067
2018-01-02T20:00:00Z,10,0.409311502681159
2018-01-02T21:00:00Z,10,0.377825993116456
2018-01-02T22:00:00Z,10,0.377825993116456
2018-01-02T23:00:00Z,10,0.377825993116456
2018-01-03T00:00:00Z,10,0.377825993116456
2018-01-03T01:00:00Z,10,0.377825993116456
2018-01-03T02:00:00Z,10,0.377825993116456
2018-01-03T03:00:00Z,10,0.377825993116456
2018-01-03T04:00:00Z,10,0.377825993116456
2018-01-03T05:00:00Z,10,0.409311502681159
2018-01-03T06:00:00Z,10,0.472282506603067
2018-01-03T07:00:00Z,10,0.566739004882181
2018-01-03T08:00:00Z,10,0.692680997518501
2018-01-03T09:00:00Z,10,0.850108499719523
2018-01-03T10:00:00Z,10,0.913079503641431
2018-01-03T11:00:00Z,10,1.00753600192055
2018-01-03T12:00:00Z,10,1.13347799455687
2018-01-03T13:00:00Z,10,1.10199250019966
2018-01-03T14:00:00Z,10,1.07050700584245
2018-01-03T15:00:00Z,10,0.976050507563339
2018-01-03T16:00:00Z,10,0.850108499719523
2018-01-03T17:00:00Z,10,0.692680997518501
2018-01-03T18:00:00Z,10,0.566739004882181
2018-01-03T19:00:00Z,10,0.472282506603067
2018-01-03T20:00:00Z,10,0.409311502681159
2018-01-03T21:00:00Z,10,0.377825993116456
2018-01-03T22:00:00Z,10,0.377825993116456
2018-01-03T23:00:00Z,10,0.377825993116456
2018-01-04T00:00:00Z,10,0.381463199849624
2018-01-04T01:00:00Z,10,0.381463199849624
2018-01-04T02:00:00Z,10,0.381463199849624
2018-01-04T03:00:00Z,10,0.381463199849624
2018-01-04T04:00:00Z,10,0.381463199849624
2018-01-04T05:00:00Z,10,0.413251810073022
2018-01-04T06:00:00Z,10,0.476829015165924
2018-01-04T07:00:00Z,10,0.57219481512833
2018-01-04T08:00:00Z,10,0.699349209960239
2018-01-04T09:00:00Z,10,0.858292215015547
2018-01-04T10:00:00Z,10,0.921869420108449
2018-01-04T11:00:00Z,10,1.01723522007086
2018-01-04T12:00:00Z,10,1.14438961490276
2018-01-04T13:00:00Z,10,1.11260102003326
2018-01-04T14:00:00Z,10,1.08081242516376
2018-01-04T15:00:00Z,10,0.985446625201351
2018-01-04T16:00:00Z,10,0.858292215015547
2018-01-04T17:00:00Z,10,0.699349209960239
2018-01-04T18:00:00Z,10,0.57219481512833
2018-01-04T19:00:00Z,10,0.476829015165924
2018-01-04T20:00:00Z,10,0.413251810073022
2018-01-04T21:00:00Z,10,0.381463199849624
2018-01-04T22:00:00Z,10,0.381463199849624
2018-01-04T23:00:00Z,10,0.381463199849624
2018-01-05T00:00:00Z,10,0.385455254978958
2018-01-05T01:00:00Z,10,0.385455254978958
2018-01-05T02:00:00Z,10,0.385455254978958
2018-01-05T03:00:00Z,10,0.385455254978958
2018-01-05T04:00:00Z,10,0.385455254978958
2018-01-05T05:00:00Z,10,0.417576536570254
2018-01-05T06:00:00Z,10,0.481819084238272
2018-01-05T07:00:00Z,10,0.578182897983011
2018-01-05T08:00:00Z,10,0.706667977804473
2018-01-05T09:00:00Z,10,0.86727433921723
2018-01-05T10:00:00Z,10,0.931516886885248
2018-01-05T11:00:00Z,10,1.02788070062999
