sector,month,coeff,coeff_l,coeff_u
1,1,1.18957971789243,1.16555533730815,1.21360409847671
1,2,1.18798460625877,1.16689785603672,1.20907135648081
1,3,1.1275945667864,1.10846426347965,1.14672487009315
1,4,1.01663595985973,0.997853263336762,1.0354186563827
1,5,0.916852508034274,0.897009316654069,0.936695699414478
1,6,0.862612714929838,0.841723798329463,0.883501631530214
1,7,0.828357825757196,0.807468909156821,0.849246742357571
1,8,0.823215420051304,0.8033722286711,0.843058611431509
1,9,0.879987162352517,0.861204465829547,0.898769858875488
1,10,0.990440438741355,0.971310135434604,1.00957074204811
1,11,1.08047680997307,1.05939005975103,1.10156356019512
1,12,1.09626226936312,1.07223788877884,1.1202866499474
10,1,0.728158624816312,0.703650473088816,0.752666776543808
10,2,0.934887446011792,0.911513059569853,0.95826183245373
10,3,1.63323401409767,1.61248791227783,1.65398011591752
10,4,1.85889317160553,1.83907085777334,1.87871548543772
10,5,1.3366774849606,1.3148113066117,1.3585436633095
10,6,0.865364252670539,0.84165428509257,0.889074220248508
10,7,0.795835617045959,0.77212564946799,0.819545584623928
10,8,0.801990502031859,0.78012432368296,0.823856680380759
10,9,0.799238256026257,0.779415942194069,0.819060569858445
10,10,0.770405491278996,0.749659389459152,0.791151593098841
10,11,0.732995161941154,0.709620775499216,0.756369548383093
10,12,0.742319977513332,0.717811825785836,0.766828129240828
11,1,0.990645845533681,0.9729844445131,1.00830724655426
11,2,0.994779475932376,0.981789311288637,1.00776964057612
11,3,0.998764380620561,0.987666998816847,1.00986176242428
11,4,1.00236858466372,0.991655618259734,1.0130815510677
11,5,1.00528754811716,0.994531033321913,1.01604406291241
11,6,1.00718287334174,0.996362782454863,1.01800296422861
11,7,1.00772440894142,0.996904318054546,1.01854449982829
11,8,1.00665591569506,0.99589940089981,1.0174124304903
11,9,1.003904254612,0.993191288208019,1.01461722101599
11,10,0.999666620148244,0.98856923834453,1.01076400195196
11,11,0.994391447785378,0.981401283141639,1.00738161242912
11,12,0.988628644608663,0.970967243588081,1.00629004562925
2,1,1.69615806493,1.67171912128816,1.72059700857184
2,2,1.68205661523132,1.65904587579306,1.70506735466958
2,3,1.4749779300709,1.45451600593195,1.49543985420985
2,4,1.14150029304862,1.12182203524509,1.16117855085215
2,5,0.766797427451529,0.745268138981221,0.788326715921837
2,6,0.426954290135281,0.403746959637626,0.450161620632937
2,7,0.263855501185167,0.240648170687512,0.287062831682823
2,8,0.263204474787846,0.241675186317539,0.284733763258154
2,9,0.449439189023664,0.429760931220131,0.469117446827196
2,10,0.856386916058327,0.835924991919379,0.876848840197274
2,11,1.3256466464391,1.30263590700084,1.34865738587736
2,12,1.65302265163824,1.6285837079964,1.67746159528008
3,1,0.95633181236895,0.9323171692695,0.980346455468399
3,2,0.992108195099781,0.971061881237463,1.0131545089621
3,3,1.02548980979454,1.00638502460502,1.04459459498406
3,4,1.00579293551594,0.987031400476038,1.02455447055585
3,5,0.987434893094006,0.967625546212873,1.00724423997514
3,6,1.01243521712881,0.991590236525779,1.03328019773184
3,7,0.988759910919986,0.967914930316957,1.00960489152302
3,8,0.974732904079731,0.954923557198597,0.994542250960864
3,9,1.01391477070788,0.99515323566797,1.03267630574778
3,10,1.05184464882745,1.03273986363794,1.07094943401697
3,11,1.02977514898312,1.0087288351208,1.05082146284543
3,12,0.96137975347981,0.93736511038036,0.985394396579259
4,1,0.9720886045885,0.948123588150374,0.996053621026626
4,2,0.989869172039158,0.969025856446333,1.01071248763198
4,3,1.01772390715318,0.998746119475204,1.03670169483116
4,4,1.00682257981352,0.98816866405335,1.02547649557368
4,5,0.990364193384608,0.970723933520909,1.01000445324831
4,6,1.00834098313824,0.987714333264629,1.02896763301185
4,7,0.996625953909283,0.975999304035672,1.01725260378289
4,8,0.98293319961136,0.963292939747661,1.00257345947506
4,9,1.01498296044578,0.996329044685614,1.03363687620594
4,10,1.0552287329354,1.03625094525742,1.07420652061338
4,11,1.03117976778777,1.01033645219494,1.05202308338059
4,12,0.933839945193208,0.909874928755082,0.957804961631333
5,1,1.05027458688361,1.02699500978353,1.07355416398369
5,2,1.01847442662292,0.999974252112472,1.03697460113338
5,3,1.02400373730838,1.00643556835183,1.04157190626494
5,4,1.0315393824418,1.01428145833657,1.04879730654702
5,5,1.01542345175588,0.997682267762714,1.03316463574905
5,6,0.99122234796468,0.97293719512931,1.00950750080005
5,7,0.969703741676239,0.951418588840869,0.987988894511609
5,8,0.944406087026526,0.926664903033356,0.962147271019696
5,9,0.951283408196157,0.934025484090932,0.968541332301382
5,10,0.980412107435993,0.962843938479437,0.997980276392548
5,11,1.00329631661567,0.984796142105216,1.02179649112612
5,12,1.01996040607213,0.99668082897205,1.04323998317221
6,1,1.00073047715004,0.986376548146257,1.01508440615383
6,2,1.00099907625829,0.989030272670203,1.01296787984637
6,3,1.00121259254872,0.990999548131509,1.01142563696593
6,4,1.00131233659133,0.992260449921526,1.01036422326113
6,5,1.00126663605715,0.99288056344083,1.00965270867347
6,6,1.0010660035202,0.992971535930409,1.00916047110999
6,7,1.00070194184948,0.992607474259695,1.00879640943927
6,8,1.00018045119079,0.991794378574473,1.00856652380711
6,9,0.999506292275736,0.990454405605936,1.00855817894554
6,10,0.998675492551,0.98846244813379,1.00888853696821
6,11,0.997703149512233,0.985734345924149,1.00967195310032
6,12,0.99664555049503,0.982291621491244,1.01099947949882
7,1,0.912955360900231,0.891792263289294,0.934118458511167
7,2,0.944607184642179,0.929848617977233,0.959365751307125
7,3,0.97381425385836,0.959440864716463,0.988187643000256
7,4,0.99870269696138,0.984467874940248,1.01293751898251
7,5,1.01844525202518,1.00426695818981,1.03262354586056
7,6,1.03279617748972,1.01854202560979,1.04705032936965
7,7,1.04128360990863,1.0270294580287,1.05553776178857
7,8,1.04314503123677,1.02896673740139,1.05732332507214
7,9,1.03732374522671,1.02308892320558,1.05155856724784
7,10,1.02295576012008,1.00858237097818,1.03732914926197
7,11,1.00063141982034,0.98587285315539,1.01538998648528
7,12,0.973339507810429,0.952176410199493,0.994502605421365
8,1,0.844462994808192,0.820677603657661,0.868248385958722
8,2,0.886451174533304,0.866301435928085,0.906600913138522
8,3,0.96153154214841,0.942976403296717,0.980086681000102
8,4,1.02519480616988,1.00692549449991,1.04346411783986
8,5,1.08150085374875,1.06242946905339,1.1005722384441
8,6,1.13722983704125,1.11732464215769,1.15713503192481
8,7,1.12238035623671,1.10247516135316,1.14228555112027
8,8,1.06445183705816,1.04538045236281,1.08352322175351
8,9,1.02752985133292,1.00926053966294,1.04579916300289
8,10,0.993509221175309,0.974954082323617,1.012064360027
8,11,0.94488898995719,0.924739251351972,0.965038728562408
8,12,0.910868535789927,0.887083144639396,0.934653926940457
9,1,1.03616134980285,1.01424073265268,1.05808196695302
9,2,1.02565426169004,1.00998649357413,1.04132202980595
9,3,1.02319066105972,1.0077556677261,1.03862565439333
9,4,1.0203584702862,1.00520138635715,1.03551555421525
9,5,1.00899132372809,0.993777796345115,1.02420485111107
9,6,0.990920974961487,0.97551300855817,1.0063289413648
9,7,0.972199886090501,0.956791919687184,0.987607852493817
9,8,0.959189174274132,0.943975646891154,0.97440270165711
9,9,0.964070307882461,0.948913223953408,0.979227391811513
9,10,0.982213664862656,0.966778671529043,0.99764865819627
9,11,1.0009283019521,0.98526053383619,1.01659607006801
9,12,1.01612162340976,0.994201006259589,1.03804224055993
