time,N
1,0.999998192534732
2,0.999998186104503
3,0.999998180210625
4,0.999998174855469
5,0.999998170041406
6,0.99999816577081
7,0.99999816204605
8,0.999998158869501
9,0.999998156243532
10,0.999998154170517
11,0.999998152652826
12,0.999998151692833
13,0.999998151292908
14,0.999998151455424
15,0.999998152182753
16,0.999998153477265
17,0.999998155341334
18,0.999998157777331
19,0.999998160787627
20,0.999998164374596
21,0.999998168540608
22,0.999998173288035
23,0.99999817861925
24,0.999998184536624
25,0.999998191042529
26,0.999998198139337
27,0.999998205829419
28,0.999998214115149
29,0.999998222998896
30,0.999998232483034
31,0.999998242569935
32,0.999998253261969
33,0.999998264561509
34,0.999998276470927
35,0.999998288992595
36,0.999998302128884
37,0.999998315882167
38,0.999998330254815
39,0.999998345249199
40,0.999998360867693
41,0.999998377112668
42,0.999998393986209
43,0.999998411485265
44,0.999998429602341
45,0.999998448329795
46,0.999998467659985
47,0.999998487585271
48,0.99999850809801
49,0.999998529190561
50,0.999998550855283
51,0.999998573084532
52,0.999998595870669
53,0.99999861920605
54,0.999998643083036
55,0.999998667493984
56,0.999998692431252
57,0.999998717887199
58,0.999998743854183
59,0.999998770324562
60,0.999998797290696
61,0.999998824744942
62,0.99999885267966
63,0.999998881087206
64,0.999998909959939
65,0.999998939290219
66,0.999998969070402
67,0.999998999292849
68,0.999999029949917
69,0.999999061033964
70,0.999999092537348
71,0.99999912445243
72,0.999999156771565
73,0.999999189487114
74,0.999999222591434
75,0.999999256076884
76,0.999999289935822
77,0.999999324160606
78,0.999999358743595
79,0.999999393677148
80,0.999999428953622
81,0.999999464565377
82,0.999999500504767
83,0.999999536761784
84,0.999999573319609
85,0.99999961016021
86,0.999999647265554
87,0.999999684617606
88,0.999999722198336
89,0.999999759989708
90,0.99999979797369
91,0.999999836132248
92,0.99999987444735
93,0.999999912900962
94,0.999999951475051
95,0.999999990151584
96,1.00000002891253
97,1.00000006773985
98,1.00000010661551
99,1.00000014552149
100,1.00000018443974
101,1.00000022335224
102,1.00000026224095
103,1.00000030108784
104,1.00000033987487
105,1.00000037858401
106,1.00000041719723
107,1.0000004556965
108,1.00000049406378
109,1.00000053228104
110,1.00000057033025
111,1.00000060819336
112,1.00000064585236
113,1.0000006832892
114,1.00000072048586
115,1.00000075742429
116,1.00000079408647
117,1.00000083045437
118,1.00000086650994
119,1.00000090223516
120,1.000000937612
121,1.00000097262241
122,1.00000100724837
123,1.00000104147221
124,1.00000107528038
125,1.00000110866202
126,1.00000114160633
127,1.00000117410248
128,1.00000120613965
129,1.00000123770704
130,1.00000126879382
131,1.00000129938918
132,1.0000013294823
133,1.00000135906237
134,1.00000138811857
135,1.00000141664008
136,1.00000144461609
137,1.00000147203578
138,1.00000149888834
139,1.00000152516294
140,1.00000155084878
141,1.00000157593503
142,1.00000160041088
143,1.00000162426552
144,1.00000164748812
145,1.00000167006788
146,1.00000169199397
147,1.00000171325558
148,1.00000173384189
149,1.00000175374209
150,1.00000177294536
151,1.00000179144088
152,1.00000180921784
153,1.00000182626542
154,1.00000184257281
155,1.00000185812918
156,1.00000187292373
157,1.00000188694564
158,1.00000190018408
159,1.00000191262825
160,1.00000192426733
161,1.0000019350905
162,1.00000194508694
163,1.00000195424588
164,1.00000196256249
165,1.00000197004442
166,1.00000197670089
167,1.00000198254112
168,1.00000198757435
169,1.00000199180979
170,1.00000199525667
171,1.00000199792421
172,1.00000199982163
173,1.00000200095816
174,1.00000200134302
175,1.00000200098543
176,1.00000199989462
177,1.00000199807981
178,1.00000199555022
179,1.00000199231509
180,1.00000198838362
181,1.00000198376505
182,1.0000019784686
183,1.00000197250348
184,1.00000196587894
185,1.00000195860418
186,1.00000195068843
187,1.00000194214092
188,1.00000193297086
189,1.00000192318749
190,1.00000191280003
