
"Gas","NFR/CRF Group","Source","Activity","Units","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Benzo[a]pyrene","1A","","","kg","7302.0563022895","7571.9722561651","7039.6354474245","7075.185948142","5835.2338683724","4818.6518692316","5408.3226570722","5060.8510881633","5274.387025075","5655.4683042362","4792.7471972585","4853.7917197934","4362.3151591279","4488.9289342582","4514.2738091773","4583.0080692734","4793.9413118174","4990.6056030851","5790.6164709099","6083.1980143945","7298.3112225245","6233.5714669095","7213.0705395806","7680.5044758493","6720.0740496475","7233.5030315563","7429.9851628891","7245.7738760073","7641.0899026641","7576.126903431"
"Benzo[a]pyrene","1A1a","Miscellaneous industrial/commercial combustion","MSW","kg","0.00268025714526316","0.00283944368842105","0.00297271614315789","0.00303935237052632","0.00334661941894737","0.00369831061894737","0.0035148186103579","0.00227016515216842","0.00239885505852632","0.00257104654181053","0.00374145941430304","0.00395867017042717","0.00466328910039717","0.00558518114250243","0.00553142114250243","0.00596716008987085","0.00538037145829191","0.00633214415723927","0.00685631449157017","0.00649719127838558","0.00612352530776979","0.00685496931092327","0.00636806517708694","0.00682823247343477","0.00689632295146576","0.00749305807924381","0.00766882331612939","0.00984878002401229","0.00909927625631947","0.00904199619137393"
"Benzo[a]pyrene","1A1a","Power stations","Burning oil","kg","0","0","0","0","0","0","0","2.4366230604324e-05","2.4366230604324e-05","2.4366230604324e-05","2.4366230604324e-05","2.7597540871466e-05","2.55939405377732e-05","2.44501200554046e-05","2.52618636235372e-05","0.001351309292718","0.001544051744928","0.000596745996","0.00039254061693","0.000308862154588393","0.0002226706482","0.00023033011155","0.00019894507479","0.000138410380416","0.00014082661963062","0.000158489098614","0.0003860480938776","0.0001762316513034","0.000215359027690792","0.000203080376454041"
"Benzo[a]pyrene","1A1a","Power stations","Coal","kg","74.2995","73.8189","69.2901","57.6864","54.585","52.1487","48.0807","40.7907","41.9643","35.6247","40.28544","44.361441","41.530338","45.8064","44.0712","45.524214","50.333796","45.927594","41.627187","34.435449","36.206775","36.509427","48.453471","44.855802","34.393761","26.379342","10.8355498605534","7.83206764848599","5.97564682950279","2.60142187580512"
"Benzo[a]pyrene","1A1a","Power stations","Fuel oil","kg","7.10959250566428","5.26525111397298","3.58930227413134","3.22023108911084","2.39901383893397","2.25875328223408","2.25216558438637","1.0401859319339","0.833503182249424","0.870982608188333","0.871088106996097","1.0171279337167","0.761445776980396","0.734393701117288","0.850271968621162","0.672407783945225","0.891414509945509","0.688178266363673","1.0606357799878","0.734909478509341","0.500105609514228","0.318277068245383","0.325947039374307","0.195768446107139","0.159131925203095","0.187160189406133","0.206164132278615","0.132559159842481","0.118398936301616","0.0720543331047499"
"Benzo[a]pyrene","1A1a","Power stations","Gas oil","kg","0.076659468","0.087961188","0.0712005","0.088185864","0.09624462","0.057113784","0.074022576","0.206898716497927","0.180025362246648","0.236366195877056","0.207272576953096","0.206477347691815","0.203320195243102","0.204065747299701","0.264626546222259","0.239367046053987","0.248521871019349","0.119978127445993","0.131587143599307","0.108271438227262","0.103881888","0.0976384465478305","0.0983455248","0.112916800926098","0.1232904","0.123216146708464","0.121979991893586","0.104236993297949","0.111943576965443","0.0971034445241488"
"Benzo[a]pyrene","1A1a","Power stations","Natural gas","kg","0.000160150128425441","0.000367617340249307","0.00501126636263592","0.0916223239457163","0.146195829362494","0.194529945089673","0.272650737942638","0.367935416298355","0.40582695879401","0.491773688292517","0.504406703216385","0.497346329763313","0.52423671738644","0.514905663361929","0.550790183457004","0.535554625439714","0.505376604720151","0.582049446424915","0.626866419700371","0.597043361742355","0.629119003767498","0.505027064120821","0.335354014697545","0.318832688905321","0.345589106330076","0.338367563029279","0.494092226347768","0.468686913761895","0.448068039892907","0.44626632743665"
"Benzo[a]pyrene","1A1a","Power stations","Landfill gas","kg","0.00097291853568","0.00145511061696","0.00263712129408","0.00312784774848","0.0036164406096","0.00393221241504","0.00495207000288","0.00642424936608","0.00829541067264","0.01191398487552","0.01530959858064","0.017543257385472","0.018744043683456","0.022925886512256","0.028017066796992","0.030023497917504","0.030960998804736","0.032726760603264","0.03286053690192","0.034411232497824","0.036505994380128","0.037213707271104","0.036447320564928","0.036210491710848","0.035220931147584","0.034094015247488","0.0329091929263268","0.0299765570328852","0.0274014016026494","0.0253618607822489"
"Benzo[a]pyrene","1A1a","Power stations","Sewage gas","kg","0.00221040263808","0.00229574636928","0.00229574636928","0.00264138848064","0.00252404085024","0.00287181655488","0.00287181655488","0.00285261421536","0.0026989954992","0.00287181655488","0.00256884630912","0.002539402721856","0.00257204669904","0.00240029244","0.002648642697792","0.003260343891168","0.003113125954848","0.003453647442336","0.003836840795424","0.004219820789184","0.005062590134784","0.005423167399104","0.005167989642816","0.005360013038016","0.00587911628304","0.00625860958172918","0.00664978793335612","0.0067692016010509","0.00694192309151046","0.00733786029505542"
"Benzo[a]pyrene","1A1a","Power stations","Petroleum coke","kg","0","0","0","0","0","0","0","0.0225","0","0","0","0","0","0","0","0.0837783","0.1099854","0.164978874","0.277326603","0.450996312411785","0.191542553806281","0.04338","0.0996174","0.0466488","0","0.0306864","0","0","0","0"
"Benzo[a]pyrene","1A1a","Power stations","Straw","kg","0","0","0","0","0","0","0","0","0","0","0.330967821389167","2.74259939219684","2.1476821556188","3.09728141885688","2.90756777668988","2.53427631747873","2.63746025667627","2.4663220336373","2.61980922918795","2.53440388561013","2.70570923418849","2.60202933518987","3.0024663225519","3.08271581782279","3.45176987785247","3.52287744903661","7.00431301282155","7.08556776493463","6.89350504230554","9.93489356143364"
"Benzo[a]pyrene","1A1a","Power stations","Wood","kg","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.694272177088","18.186673760864","14.4535945675388","17.8812716126699","26.1078753541088","25.3264862851484","31.0070671287813","37.5864386809258","45.8982266986266","72.6307611735062","99.9014045359008","139.631148711584","136.642887675435","138.68481018623","163.943395379801","181.019642505244"
