time,N
1,0.999999361829083
2,0.999999368900476
3,0.999999376211162
4,0.999999383754215
5,0.999999391522706
6,0.999999399509709
7,0.999999407708296
8,0.99999941611154
9,0.999999424712513
10,0.999999433504288
11,0.999999442479937
12,0.999999451632533
13,0.999999460955149
14,0.999999470440857
15,0.99999948008273
16,0.999999489873841
17,0.999999499807262
18,0.999999509876065
19,0.999999520073324
20,0.999999530392111
21,0.999999540825498
22,0.999999551366559
23,0.999999562008365
24,0.99999957274399
25,0.999999583566506
26,0.999999594468985
27,0.9999996054445
28,0.999999616486125
29,0.999999627586931
30,0.999999638739991
31,0.999999649938377
32,0.999999661175163
33,0.999999672443421
34,0.999999683736223
35,0.999999695046642
36,0.999999706367751
37,0.999999717692622
38,0.999999729014329
39,0.999999740325942
40,0.999999751620536
41,0.999999762891183
42,0.999999774131134
43,0.99999978533686
44,0.999999796507615
45,0.999999807642743
46,0.999999818741592
47,0.999999829803506
48,0.999999840827831
49,0.999999851813912
50,0.999999862761096
51,0.999999873668727
52,0.999999884536152
53,0.999999895362716
54,0.999999906147765
55,0.999999916890643
56,0.999999927590698
57,0.999999938247274
58,0.999999948859717
59,0.999999959427373
60,0.999999969949587
61,0.999999980425705
62,0.999999990855072
63,1.00000000123703
64,1.00000001157094
65,1.00000002185613
66,1.00000003209195
67,1.00000004227775
68,1.00000005241287
69,1.00000006249666
70,1.00000007252846
71,1.00000008250763
72,1.0000000924335
73,1.00000010230542
74,1.00000011212274
75,1.0000001218848
76,1.00000013159095
77,1.00000014124053
78,1.00000015083289
79,1.00000016036737
80,1.00000016984333
81,1.0000001792601
82,1.00000018861703
83,1.00000019791337
84,1.00000020714805
85,1.00000021631997
86,1.00000022542802
87,1.00000023447108
88,1.00000024344805
89,1.00000025235782
90,1.00000026119927
91,1.0000002699713
92,1.00000027867279
93,1.00000028730264
94,1.00000029585974
95,1.00000030434298
96,1.00000031275124
97,1.00000032108342
98,1.0000003293384
99,1.00000033751508
100,1.00000034561235
101,1.00000035362909
102,1.0000003615642
103,1.00000036941657
104,1.00000037718508
105,1.00000038486863
106,1.0000003924661
107,1.00000039997639
108,1.00000040739839
109,1.00000041473099
110,1.00000042197307
111,1.00000042912353
112,1.00000043618125
113,1.00000044314513
114,1.00000045001406
115,1.00000045678692
116,1.00000046346261
117,1.00000047004001
118,1.00000047651803
119,1.00000048289553
120,1.00000048917143
121,1.0000004953446
122,1.00000050141394
123,1.0000005073783
124,1.00000051323613
125,1.00000051898563
126,1.00000052462498
127,1.00000053015236
128,1.00000053556598
129,1.00000054086401
130,1.00000054604464
131,1.00000055110606
132,1.00000055604645
133,1.000000560864
134,1.00000056555691
135,1.00000057012335
136,1.00000057456152
137,1.00000057886959
138,1.00000058304577
139,1.00000058708823
140,1.00000059099516
141,1.00000059476476
142,1.0000005983952
143,1.00000060188467
144,1.00000060523137
145,1.00000060843347
146,1.00000061148917
147,1.00000061439665
148,1.00000061715411
149,1.00000061975972
150,1.00000062221167
151,1.00000062450816
152,1.00000062664736
153,1.00000062862748
154,1.00000063044668
155,1.00000063210317
156,1.00000063359512
157,1.00000063492072
158,1.00000063607817
159,1.00000063706565
160,1.00000063788135
161,1.00000063852344
162,1.00000063899013
163,1.0000006392796
164,1.00000063939068
165,1.00000063932351
166,1.00000063907841
167,1.0000006386557
168,1.00000063805568
169,1.00000063727869
170,1.00000063632504
171,1.00000063519503
172,1.000000633889
173,1.00000063240724
174,1.00000063075009
175,1.00000062891785
176,1.00000062691085
177,1.00000062472939
178,1.0000006223738
179,1.00000061984439
180,1.00000061714148
181,1.00000061426538
182,1.00000061121642
183,1.00000060799489
184,1.00000060460113
185,1.00000060103545
186,1.00000059729816
187,1.00000059338958
188,1.00000058931003
189,1.00000058505982
190,1.00000058063927
191,1.0000005760487
192,1.00000057128842
193,1.00000056635875
194,1.00000056126
195,1.00000055599249
196,1.00000055055654
197,1.00000054495246
198,1.00000053918056
199,1.00000053324118
200,1.00000052713461
201,1.00000052086118
202,1.00000051442121
203,1.00000050781501
204,1.00000050104303
205,1.00000049410692
206,1.00000048700885
207,1.00000047975099
208,1.00000047233555
209,1.0000004647647
210,1.00000045704062
211,1.0000004491655
212,1.00000044114152
213,1.00000043297087
214,1.00000042465574
215,1.00000041619829
216,1.00000040760073
217,1.00000039886523
218,1.00000038999397
219,1.00000038098915
220,1.00000037185295
221,1.00000036258754
222,1.00000035319511
223,1.00000034367786
224,1.00000033403795
225,1.00000032427758
226,1.00000031439893
227,1.00000030440418
228,1.00000029429552
229,1.00000028407513
230,1.0000002737452
231,1.0000002633079
232,1.00000025276543
233,1.00000024211997
234,1.0000002313737
235,1.0000002205288
236,1.00000020958746
237,1.00000019855187
238,1.0000001874242
239,1.00000017620665
240,1.00000016490139
241,1.00000015351061
242,1.00000014203649
243,1.00000013048122
244,1.000000118847
245,1.0000001071367
246,1.00000009535426
247,1.00000008350373
248,1.00000007158912
249,1.00000005961449
250,1.00000004758386
