time,N
1,1.00000015316825
2,1.00000014960935
3,1.00000014599623
4,1.00000014233033
5,1.00000013861312
6,1.00000013484604
7,1.00000013103056
8,1.00000012716814
9,1.00000012326022
10,1.00000011930827
11,1.00000011531374
12,1.00000011127808
13,1.00000010720276
14,1.00000010308923
15,1.00000009893894
16,1.00000009475335
17,1.00000009053392
18,1.00000008628211
19,1.00000008199936
20,1.00000007768715
21,1.00000007334691
22,1.00000006898011
23,1.00000006458821
24,1.00000006017265
25,1.00000005573491
26,1.00000005127643
27,1.00000004679866
28,1.00000004230307
29,1.00000003779112
30,1.00000003326425
31,1.00000002872392
32,1.0000000241716
33,1.00000001960873
34,1.00000001503677
35,1.00000001045718
36,1.00000000587142
37,1.00000000128093
38,0.999999996687188
39,0.999999992091635
40,0.999999987495731
41,0.999999982900932
42,0.999999978308705
43,0.999999973720693
44,0.999999969138695
45,0.999999964564512
46,0.999999959999949
47,0.999999955446807
48,0.999999950906891
49,0.999999946382001
50,0.999999941873943
51,0.999999937384518
52,0.99999993291553
53,0.999999928468781
54,0.999999924046075
55,0.999999919649213
56,0.999999915279999
57,0.999999910940237
58,0.999999906631728
59,0.999999902356276
60,0.999999898115684
61,0.999999893911755
62,0.999999889746291
63,0.999999885621095
64,0.99999988153797
65,0.99999987749872
66,0.999999873505147
67,0.999999869559053
68,0.999999865662243
69,0.999999861816519
70,0.999999858023683
71,0.999999854285538
72,0.999999850603889
73,0.999999846980536
74,0.999999843417284
75,0.999999839915936
76,0.999999836478293
77,0.999999833106159
78,0.999999829801338
79,0.999999826565631
80,0.999999823400841
81,0.999999820308773
82,0.999999817291227
83,0.999999814349503
84,0.999999811483449
85,0.999999808692653
86,0.999999805976704
87,0.999999803335192
88,0.999999800767707
89,0.999999798273835
90,0.999999795853168
91,0.999999793505294
92,0.999999791229801
93,0.99999978902628
94,0.999999786894319
95,0.999999784833507
96,0.999999782843433
97,0.999999780923687
98,0.999999779073856
99,0.999999777293532
100,0.999999775582302
101,0.999999773939755
102,0.999999772365481
103,0.999999770859068
104,0.999999769420107
105,0.999999768048185
106,0.999999766742892
107,0.999999765503816
108,0.999999764330548
109,0.999999763222676
110,0.999999762179789
111,0.999999761201476
112,0.999999760287326
113,0.999999759436929
114,0.999999758649873
115,0.999999757925747
116,0.99999975726414
117,0.999999756664643
118,0.999999756126843
119,0.999999755650329
120,0.999999755234691
121,0.999999754879518
122,0.999999754584399
123,0.999999754348946
124,0.999999754173055
125,0.999999754056801
126,0.999999754000262
127,0.999999754003517
128,0.999999754066645
129,0.999999754189724
130,0.999999754372833
131,0.99999975461605
132,0.999999754919454
133,0.999999755283123
134,0.999999755707136
135,0.999999756191572
136,0.999999756736509
137,0.999999757342026
138,0.999999758008202
139,0.999999758735114
140,0.999999759522841
141,0.999999760371463
142,0.999999761281057
143,0.999999762251703
144,0.999999763283479
145,0.999999764376463
146,0.999999765530733
147,0.99999976674637
148,0.99999976802345
149,0.999999769362053
150,0.999999770762258
151,0.999999772224142
152,0.999999773747784
153,0.999999775333264
154,0.999999776980659
155,0.999999778690048
156,0.99999978046151
157,0.999999782295124
158,0.999999784190967
159,0.999999786149119
160,0.999999788169658
161,0.999999790252662
162,0.99999979239821
163,0.99999979460638
164,0.999999796877002
165,0.99999979920939
166,0.999999801602795
167,0.999999804056467
168,0.999999806569654
169,0.999999809141606
170,0.999999811771574
171,0.999999814458806
172,0.999999817202553
173,0.999999820002064
174,0.999999822856589
175,0.999999825765377
176,0.999999828727678
177,0.999999831742742
178,0.999999834809819
179,0.999999837928157
180,0.999999841097008
181,0.999999844315619
182,0.999999847583242
183,0.999999850899126
184,0.999999854262519
185,0.999999857672674
186,0.999999861128837
187,0.99999986463026
188,0.999999868176193
189,0.999999871765884
190,0.999999875398583
191,0.999999879073541
192,0.999999882790006
193,0.999999886547229
194,0.999999890344458
195,0.999999894180945
196,0.999999898055938
197,0.999999901968686
198,0.999999905918441
199,0.999999909904451
200,0.999999913925966
201,0.999999917982236
202,0.99999992207251
203,0.999999926196038
204,0.999999930351986
205,0.999999934538856
206,0.999999938754831
207,0.999999942998095
208,0.99999994726683
209,0.999999951559219
210,0.999999955873443
211,0.999999960207686
212,0.99999996456013
213,0.999999968928958
214,0.999999973312351
215,0.999999977708494
216,0.999999982115568
217,0.999999986531754
218,0.999999990955238
219,0.999999995384201
220,0.999999999816825
221,1.00000000425129
222,1.00000000868579
223,1.00000001311849
224,1.00000001754758
225,1.00000002197125
226,1.00000002638768
227,1.00000003079504
228,1.00000003519152
229,1.00000003957531
230,1.00000004394459
231,1.00000004829753
232,1.00000005263233
233,1.00000005694716
234,1.00000006124021
235,1.00000006550966
236,1.00000006975368
237,1.00000007397048
238,1.00000007815822
239,1.00000008231508
240,1.00000008643927
241,1.00000009052894
242,1.00000009458229
243,1.0000000985975
244,1.00000010257277
245,1.00000010650676
246,1.00000011039891
247,1.00000011424872
248,1.00000011805569
249,1.00000012181932
250,1.00000012553911
251,1.00000012921455
252,1.00000013284514
253,1.00000013643039
254,1.00000013996978
255,1.00000014346283
256,1.00000014690903
257,1.00000015030787
258,1.00000015365886
259,1.00000015696149
260,1.00000016021526
261,1.00000016341968
262,1.00000016657423
263,1.00000016967843
264,1.00000017273176
265,1.00000017573373
266,1.00000017868383
267,1.00000018158156
268,1.00000018442643
269,1.00000018721793
270,1.00000018995556
271,1.00000019263881
272,1.00000019526719
273,1.0000001978402
274,1.00000020035733
275,1.00000020281808
276,1.00000020522195
277,1.00000020756844
278,1.00000020985705
279,1.00000021208728
280,1.00000021425862
281,1.00000021637058
282,1.00000021842265
283,1.00000022041433
284,1.00000022234512
285,1.00000022421454
286,1.0000002260222
287,1.00000022776775
288,1.00000022945085
289,1.00000023107114
290,1.00000023262829
291,1.00000023412193
292,1.00000023555171
293,1.0000002369173
294,1.00000023821834
295,1.00000023945448
296,1.00000024062538
297,1.00000024173068
298,1.00000024277003
299,1.0000002437431
300,1.00000024464951
301,1.00000024548894
302,1.00000024626103
303,1.00000024696543
304,1.00000024760179
305,1.00000024816976
306,1.00000024866899
307,1.00000024909914
308,1.00000024945986
309,1.00000024975079
310,1.00000024997159
311,1.00000025012191
312,1.0000002502014
313,1.00000025020972
314,1.0000002501465
315,1.00000025001141
316,1.00000024980409
317,1.0000002495242
318,1.00000024917138
319,1.00000024874529
320,1.00000024824558
321,1.0000002476719
322,1.0000002470239
323,1.00000024630123
324,1.00000024550354
325,1.0000002446305
326,1.00000024368214
327,1.00000024265893
328,1.00000024156137
329,1.00000024038993
330,1.00000023914512
331,1.00000023782743
332,1.00000023643734
333,1.00000023497535
334,1.00000023344195
335,1.00000023183763
336,1.00000023016288
337,1.0000002284182
338,1.00000022660407
339,1.00000022472099
340,1.00000022276945
341,1.00000022074994
342,1.00000021866295
343,1.00000021650897
344,1.00000021428849
345,1.00000021200201
346,1.00000020965002
347,1.00000020723301
348,1.00000020475146
349,1.00000020220588
350,1.00000019959675
351,1.00000019692456
352,1.00000019418981
353,1.00000019139298
354,1.00000018853458
355,1.00000018561508
356,1.00000018263498
357,1.00000017959478
358,1.00000017649496
359,1.00000017333602
360,1.00000017011844
361,1.00000016684272
362,1.00000016350935
363,1.00000016011882
364,1.00000015667162
365,1.00000015316825
