Profile_ID,hour,wday,N
SHIP_MIS,0,1,159
SHIP_MIS,0,1,102
SHIP_MIS,0,1,137
SHIP_MIS,0,1,325
SHIP_MIS,0,1,132
SHIP_MIS,0,1,421
SHIP_MIS,0,1,198
SHIP_MIS,0,1,102
SHIP_MIS,0,1,175
SHIP_MIS,0,1,57
SHIP_MIS,0,1,71
SHIP_MIS,0,1,132
SHIP_MIS,0,1,90
SHIP_MIS,0,1,198
SHIP_MIS,0,1,165
SHIP_MIS,0,1,120
SHIP_MIS,0,1,207
SHIP_MIS,0,1,164
SHIP_MIS,0,1,213
SHIP_MIS,0,1,456
SHIP_MIS,0,1,134
SHIP_MIS,0,1,133
SHIP_MIS,0,1,60
SHIP_MIS,0,1,192
SHIP_MIS,0,1,178
SHIP_MIS,0,1,211
SHIP_MIS,0,1,113
SHIP_MIS,0,1,224
SHIP_MIS,0,1,336
SHIP_MIS,0,1,200
SHIP_MIS,0,1,233
SHIP_MIS,0,1,167
SHIP_MIS,0,1,307
SHIP_MIS,0,1,249
SHIP_MIS,0,1,256
SHIP_MIS,0,1,170
SHIP_MIS,0,1,345
SHIP_MIS,0,1,247
SHIP_MIS,0,1,130
SHIP_MIS,0,1,120
SHIP_MIS,0,1,337
SHIP_MIS,0,1,104
SHIP_MIS,0,1,284
SHIP_MIS,0,1,239
SHIP_MIS,0,1,300
SHIP_MIS,0,1,283
SHIP_MIS,0,1,296
SHIP_MIS,0,1,288
SHIP_MIS,0,1,2265
SHIP_MIS,0,1,409
SHIP_MIS,0,1,427
SHIP_MIS,0,1,511
SHIP_MIS,0,1,630
SHIP_MIS,0,1,359
SHIP_MIS,0,1,536
SHIP_MIS,0,1,401
SHIP_MIS,0,1,440
SHIP_MIS,0,1,399
SHIP_MIS,0,1,228
SHIP_MIS,0,1,461
SHIP_MIS,0,1,134
SHIP_MIS,0,1,540
SHIP_MIS,0,1,385
SHIP_MIS,0,1,339
SHIP_MIS,0,1,288
SHIP_MIS,0,1,299
SHIP_MIS,0,1,357
SHIP_MIS,0,1,227
SHIP_MIS,0,1,403
SHIP_MIS,0,1,290
SHIP_MIS,0,1,234
SHIP_MIS,0,1,253
SHIP_MIS,0,1,340
SHIP_MIS,0,1,89
SHIP_MIS,0,1,262
SHIP_MIS,0,1,444
SHIP_MIS,0,1,324
SHIP_MIS,0,1,395
SHIP_MIS,0,1,219
SHIP_MIS,0,1,300
SHIP_MIS,0,1,174
SHIP_MIS,0,1,492
SHIP_MIS,0,1,396
SHIP_MIS,0,1,314
SHIP_MIS,0,1,531
SHIP_MIS,0,1,447
SHIP_MIS,0,1,427
SHIP_MIS,0,1,348
SHIP_MIS,0,1,359
SHIP_MIS,0,1,365
SHIP_MIS,0,1,278
SHIP_MIS,0,2,159
SHIP_MIS,0,2,246
SHIP_MIS,0,2,110
SHIP_MIS,0,2,332
SHIP_MIS,0,2,217
SHIP_MIS,0,2,386
SHIP_MIS,0,2,139
SHIP_MIS,0,2,85
SHIP_MIS,0,2,67
SHIP_MIS,0,2,59
SHIP_MIS,0,2,151
SHIP_MIS,0,2,102
SHIP_MIS,0,2,199
SHIP_MIS,0,2,126
