Profile_ID,month,N
SHIP_MIS,1,279
SHIP_MIS,1,303
SHIP_MIS,1,303
SHIP_MIS,1,308
SHIP_MIS,1,303
SHIP_MIS,1,301
SHIP_MIS,1,204
SHIP_MIS,1,265
SHIP_MIS,1,161
SHIP_MIS,1,207
SHIP_MIS,1,217
SHIP_MIS,1,201
SHIP_MIS,1,344
SHIP_MIS,1,331
SHIP_MIS,1,279
SHIP_MIS,1,159
SHIP_MIS,1,146
SHIP_MIS,1,214
SHIP_MIS,1,231
SHIP_MIS,1,163
SHIP_MIS,1,341
SHIP_MIS,1,269
SHIP_MIS,1,326
SHIP_MIS,1,317
SHIP_MIS,1,314
SHIP_MIS,1,284
SHIP_MIS,1,265
SHIP_MIS,1,176
SHIP_MIS,1,189
SHIP_MIS,1,261
SHIP_MIS,1,301
SHIP_MIS,1,270
SHIP_MIS,1,260
SHIP_MIS,1,226
SHIP_MIS,1,187
SHIP_MIS,1,189
SHIP_MIS,1,201
SHIP_MIS,1,325
SHIP_MIS,1,285
SHIP_MIS,1,187
SHIP_MIS,1,266
SHIP_MIS,1,293
SHIP_MIS,1,159
SHIP_MIS,1,200
SHIP_MIS,1,174
SHIP_MIS,1,264
SHIP_MIS,1,306
SHIP_MIS,1,232
SHIP_MIS,1,213
SHIP_MIS,1,173
SHIP_MIS,1,170
SHIP_MIS,1,260
SHIP_MIS,1,230
SHIP_MIS,1,159
SHIP_MIS,1,187
SHIP_MIS,1,283
SHIP_MIS,1,326
SHIP_MIS,1,110
SHIP_MIS,1,84
SHIP_MIS,1,80
SHIP_MIS,1,91
SHIP_MIS,1,193
SHIP_MIS,1,151
SHIP_MIS,1,121
SHIP_MIS,1,82
SHIP_MIS,1,129
SHIP_MIS,1,155
SHIP_MIS,1,177
SHIP_MIS,1,196
SHIP_MIS,1,186
SHIP_MIS,1,186
SHIP_MIS,1,125
SHIP_MIS,1,117
SHIP_MIS,1,84
SHIP_MIS,1,119
SHIP_MIS,1,218
SHIP_MIS,1,113
SHIP_MIS,1,286
SHIP_MIS,1,102
SHIP_MIS,1,110
SHIP_MIS,1,146
SHIP_MIS,1,135
SHIP_MIS,1,101
SHIP_MIS,1,107
SHIP_MIS,1,80
SHIP_MIS,1,62
SHIP_MIS,1,58
SHIP_MIS,1,67
SHIP_MIS,1,97
SHIP_MIS,1,151
SHIP_MIS,1,175
SHIP_MIS,1,175
SHIP_MIS,1,164
SHIP_MIS,1,86
SHIP_MIS,1,80
SHIP_MIS,1,76
SHIP_MIS,1,107
SHIP_MIS,1,122
SHIP_MIS,1,125
SHIP_MIS,1,129
SHIP_MIS,1,197
SHIP_MIS,1,153
SHIP_MIS,1,161
SHIP_MIS,1,173
SHIP_MIS,1,216
SHIP_MIS,1,44
SHIP_MIS,1,68
SHIP_MIS,1,140
SHIP_MIS,1,160
SHIP_MIS,1,123
SHIP_MIS,1,150
SHIP_MIS,1,146
SHIP_MIS,1,167
SHIP_MIS,1,151
SHIP_MIS,1,120
SHIP_MIS,1,217
SHIP_MIS,1,208
SHIP_MIS,1,148
SHIP_MIS,1,191
SHIP_MIS,1,223
SHIP_MIS,1,147
SHIP_MIS,1,250
SHIP_MIS,1,89
SHIP_MIS,1,171
SHIP_MIS,1,173
SHIP_MIS,1,186
SHIP_MIS,1,164
SHIP_MIS,1,22
SHIP_MIS,1,20
SHIP_MIS,1,160
SHIP_MIS,1,74
SHIP_MIS,1,77
SHIP_MIS,1,184
SHIP_MIS,1,131
SHIP_MIS,1,96
SHIP_MIS,1,127
SHIP_MIS,1,25
SHIP_MIS,1,14
SHIP_MIS,1,19
