sector,month,coeff,coeff_l,coeff_u
1,1,1.25750831281226,1.24520657483265,1.26981005079187
1,2,1.29422645573225,1.28261317482352,1.30583973664097
1,3,1.19136334296466,1.18104091828223,1.20168576764709
1,4,0.991964434434585,0.982049778507799,1.00187909036137
1,5,0.846318123272385,0.835453097070015,0.857183149474755
1,6,0.794651400224609,0.782925990371933,0.806376810077285
1,7,0.747604234508887,0.735878824656211,0.759329644361563
1,8,0.779678142297604,0.768813116095234,0.790543168499974
1,9,0.863911248414116,0.85399659248733,0.873825904340901
1,10,0.998489028949838,0.988166604267406,1.00881145363227
1,11,1.11588307166696,1.10426979075824,1.12749635257569
1,12,1.11840220472185,1.10610046674224,1.13070394270146
2,1,1.75374448717792,1.74723399296991,1.76025498138593
2,2,1.74052912352202,1.7343130802607,1.74674516678334
2,3,1.51011807522798,1.50460170304745,1.51563444740851
2,4,1.1525907581722,1.14732312929002,1.15785838705437
2,5,0.751405702905188,0.745590746338008,0.757220659472367
2,6,0.377096174888195,0.370787572008957,0.383404777767434
2,7,0.205401279112151,0.199092676232913,0.211709881991389
2,8,0.207100848068986,0.201285891501807,0.212915804636166
2,9,0.402289186796223,0.397021557914044,0.407556815678401
2,10,0.840265385506793,0.834749013326264,0.845781757687322
2,11,1.35255473796056,1.34633869469924,1.35877078122188
2,12,1.70690424066179,1.70039374645378,1.7134147348698
3,1,0.955597342500636,0.953815221627522,0.95737946337375
3,2,0.983160820065654,0.981457620033197,0.98486402009811
3,3,1.03868297784936,1.03717166215842,1.0401942935403
3,4,1.00255225237403,1.00110986827897,1.0039946364691
3,5,0.968977778562668,0.967384474662328,0.970571082463008
3,6,1.02535045391764,1.02362105431493,1.02707985352036
3,7,0.985480570316493,0.983751170713781,0.987209969919205
3,8,0.966403300706099,0.964809996805759,0.967996604606439
3,9,1.01651120341372,1.01506881931866,1.01795358750878
3,10,1.06066734441652,1.05915602872558,1.06217866010746
3,11,1.03527381476051,1.03357061472805,1.03697701479296
3,12,0.961342141116658,0.959560020243543,0.963124261989772
4,1,1.01592215096999,1.01278871318339,1.01905558875659
4,2,1.00368285901173,1.00071383391103,1.00665188411243
4,3,1.01769715051147,1.01505964547573,1.02033465554722
