sector,yday,coeff,coeff_l,coeff_u
1,1,1.09553641319768,1.09320311412697,1.09786971226839
1,2,1.0932865432343,1.09095598340134,1.09561710306726
1,3,1.09126629290476,1.08894370186106,1.09358888394846
1,4,1.08946772527932,1.08715791351443,1.0917775370442
1,5,1.08788290342822,1.08559020745817,1.09017559939827
1,6,1.08650389042173,1.08423212408449,1.08877565675896
1,7,1.08532274933009,1.08307516024244,1.08757033841774
1,8,1.08433154322356,1.08211077387634,1.08655231257078
1,9,1.0835223351724,1.08133038863548,1.08571428170932
1,10,1.08288718824686,1.08072539894114,1.08504897755258
1,11,1.08241816551719,1.08028717599679,1.08454915503758
1,12,1.08210733005364,1.08000707521825,1.08420758488903
1,13,1.08194674492648,1.07987644552262,1.08401704433033
1,14,1.08192847320594,1.07988664082469,1.0839703055872
1,15,1.0820445779623,1.0800290339241,1.0840601220005
1,16,1.0822871222658,1.08029503271083,1.08427921182077
1,17,1.08264816918669,1.08067609827107,1.08462024010231
1,18,1.08311978179524,1.08116376407031,1.08507579952016
1,19,1.08369402316168,1.08174965498742,1.08563839133594
1,20,1.08436295635629,1.08242550466511,1.08630040804746
1,21,1.0851186444493,1.08318316952843,1.08705411937018
1,22,1.08595315051098,1.08401463797998,1.08789166304199
1,23,1.08685853761158,1.08491203372278,1.08880504150039
1,24,1.08782686882136,1.08586761282297,1.08978612481975
1,25,1.08885020721056,1.08687375487095,1.09082665955016
1,26,1.08992061584944,1.08792294926646,1.09191828243242
1,27,1.09103015780826,1.08900777810463,1.09305253751188
1,28,1.09217089615726,1.09012089730818,1.09422089500634
1,29,1.09333489396671,1.09125501754689,1.09541477038652
1,30,1.09451421430685,1.09240288618425,1.09662554242945
1,31,1.09570092024795,1.09355727109237,1.09784456940353
1,32,1.09688707486025,1.09471094677172,1.09906320294878
1,33,1.09806474121401,1.09585668286668,1.10027279956133
1,34,1.09922598237948,1.09698723491035,1.10146472984861
1,35,1.10036286142692,1.09809533696562,1.10263038588821
1,36,1.10146744142657,1.09917369573918,1.10376118711397
1,37,1.1025317854487,1.10021498570778,1.10484858518963
1,38,1.10354795656356,1.10121184479012,1.10588406833701
1,39,1.10450801784141,1.10215687010169,1.10685916558113
1,40,1.10540403235248,1.10304261332925,1.10776545137571
1,41,1.10622806316705,1.10386157524275,1.10859455109135
1,42,1.10697240813286,1.10460641494371,1.109338401322
1,43,1.10763357982322,1.10527360641608,1.10999355323036
1,44,1.1082117364364,1.10586291565851,1.11056055721428
1,45,1.10870715637671,1.10637416287015,1.11104014988328
1,46,1.1091201180485,1.10680711829487,1.11143311780213
1,47,1.10945089985607,1.10716150745857,1.11174029225357
1,48,1.10969978020377,1.10743701567305,1.11196254473449
1,49,1.10986703749592,1.10763329229311,1.11210078269873
1,50,1.10995295013684,1.10774995520091,1.11215594507277
1,51,1.10995779653087,1.10778659599337,1.11212899706838
1,52,1.10988185508233,1.10774278635136,1.11202092381331
1,53,1.10972540419556,1.10761808605593,1.11183272233518
1,54,1.10948872227487,1.10741205306379,1.11156539148595
1,55,1.1091720877246,1.10712425593929,1.1112199195099
1,56,1.10877577894907,1.10675428874076,1.11079726915738
1,57,1.10830007435261,1.10630178816378,1.11029836054144
1,58,1.10774525233956,1.10576645236521,1.1097240523139
1,59,1.10711159131423,1.10514806046959,1.10907512215886
1,60,1.10639936968095,1.10444649137238,1.10835224798952
1,61,1.10560886584406,1.10366174020185,1.10755599148627
1,62,1.10474035820788,1.10279393078319,1.10668678563256
1,63,1.10379412517673,1.10184332272075,1.10574492763272
1,64,1.10277044515495,1.10081031226456,1.10473057804534
1,65,1.10166959654687,1.09969542685615,1.10364376623759
1,66,1.10049185775681,1.09849931400076,1.10248440151285
1,67,1.09923750718909,1.09722272572479,1.1012522886534
1,68,1.09790682324806,1.09586650023045,1.09994714626566
1,69,1.09650008433802,1.09443154241722,1.09856862625882
1,70,1.09501756886332,1.09291880474218,1.09711633298446
1,71,1.09345955522828,1.09132926953,1.09558984092656
1,72,1.09182632183723,1.08966393342206,1.0939887102524
1,73,1.09011814709449,1.08792379425726,1.09231249993173
1,74,1.0883353094044,1.08610984035715,1.09056077845165
1,75,1.08647808717128,1.08422304196261,1.08873313237995
1,76,1.08454675879946,1.08226434443277,1.08682917316614
1,77,1.08254160269326,1.08023466274964,1.08484854263688
1,78,1.08046289725702,1.07813487684936,1.08279091766467
1,79,1.07831092089506,1.0759658273012,1.08065601448891
1,80,1.07608595201171,1.07372831085874,1.07844359316467
1,81,1.07378826901129,1.07142307540002,1.07615346262256
1,82,1.07141815115602,1.06905081444975,1.07378548786229
1,83,1.0689767321521,1.06661286435702,1.07134059994718
1,84,1.06646760351907,1.06411252421038,1.06882268282777
1,85,1.06389479600875,1.06155339496926,1.06623619704824
1,86,1.06126234037293,1.05893902415489,1.06358565659097
1,87,1.05857426736342,1.05627291172285,1.060875623004
1,88,1.05583460773203,1.05355851494059,1.05811070052347
1,89,1.05304739223056,1.05079925277614,1.05529553168497
1,90,1.05021665161081,1.0479985102792,1.05243479294242
1,91,1.0473464166246,1.04515964343153,1.04953318981767
1,92,1.04444071802372,1.04228598494765,1.04659545109979
1,93,1.04150358655998,1.03938085150275,1.04362632161722
1,94,1.03853905298519,1.03644755283269,1.04063055313769
1,95,1.03555114805115,1.03348940306791,1.03761289303439
1,96,1.03254390250967,1.03050973450451,1.03457807051482
1,97,1.02952134711254,1.02751191376588,1.0315307804592
1,98,1.02648751261159,1.02449935996445,1.02847566525872
1,99,1.0234464297586,1.02147556406383,1.02541729545337
1,100,1.02040212930539,1.01844410822595,1.02236015038484
1,101,1.01735864200376,1.01540868359908,1.01930860040844
1,102,1.01431999860552,1.01237310486382,1.01626689234722
1,103,1.01129022986247,1.00934131998747,1.01323913973747
1,104,1.00827336652642,1.00631741406539,1.01022931898744
1,105,1.00527343934916,1.00330560678966,1.00724127190867
1,106,1.00229447908252,1.00031024384902,1.00427871431601
1,107,0.999340516478284,0.997335783259827,1.00134524969674
1,108,0.996415582288267,0.994386778112158,0.998444386464376
1,109,0.993523707264272,0.991467857410493,0.995579557118051
1,110,0.990668922158102,0.988583706600792,0.992754137715413
1,111,0.987855257721566,0.985739049078195,0.989971466364936
1,112,0.985086744706465,0.98293862956363,0.9872348598493
1,113,0.982367413864607,0.980187199820628,0.984547627908587
1,114,0.979701295947796,0.977489506823202,0.98191308507239
1,115,0.977092421707836,0.974850283215395,0.979334560200277
1,116,0.974544821896534,0.972274239726713,0.976815404066355
1,117,0.972062527265694,0.969766059110658,0.974358995420729
1,118,0.96964956856712,0.967330391132998,0.971968746001242
1,119,0.96730997655262,0.9649718481283,0.969648104976939
1,120,0.965047781973995,0.962695000646992,0.967400563300999
1,121,0.962867015583054,0.960504372713816,0.965229658452292
1,122,0.9607717081316,0.95840443619884,0.96313898006436
1,123,0.958765480619179,0.956399161687916,0.961131799550443
1,124,0.956847190675336,0.954487314449122,0.95920706690155
1,125,0.955012622787675,0.952664279857986,0.957360965717363
1,126,0.953257510224768,0.950925331389112,0.955589689060423
1,127,0.951577586255188,0.949265692391179,0.953889480119198
1,128,0.949968584147509,0.947680541359323,0.952256626935695
1,129,0.948426237170303,0.946165016493182,0.950687457847423
1,130,0.946946278592142,0.944714220030385,0.949178337153899
1,131,0.9455244416816,0.943323222833097,0.947725660530103
1,132,0.944156459707249,0.941987069707181,0.946325849707317
1,133,0.942838065937661,0.940700785935252,0.944975345940071
1,134,0.941564993641411,0.939459385488267,0.943670601794555
